year,mileage,rough_scale,torque_scale,stop_scale,cv_wellness,wb_wellness,brk_wellness
2013,24636,0.03,0.89,0.1,82.39,94.58,88.36
2022,20414,0.07,0.76,0.64,80.04,97.72,85.9
2008,9311,0.33,0.8,0.83,85.07,81.57,76.36
2015,177386,0.61,0.29,0.67,45.83,52.27,11.67
2023,78783,0.02,0.43,0.02,77.6,78.19,62.59
2001,33928,0.46,0.56,0.69,87.94,84.78,71.75
2024,172735,0.55,0.34,0.36,52.65,48.5,26.7
2018,243641,0.54,0.4,0.75,28.25,22.77,5.0
2007,234397,0.86,0.51,0.48,23.43,29.98,5.0
2017,221011,0.96,0.22,0.84,30.8,42.05,5.0
2020,239426,0.67,0.8,0.19,15.41,27.34,5.0
2017,247529,0.88,0.95,0.96,16.07,32.99,5.0
2016,109956,0.54,0.62,0.11,61.54,61.92,50.19
2020,69644,0.04,0.93,0.54,67.23,79.21,55.19
2002,94877,0.94,0.17,0.68,67.95,73.95,47.47
2021,179494,0.92,0.07,0.15,46.23,45.99,29.94
2003,21854,0.69,0.08,0.27,90.6,85.02,88.79
2009,212756,0.01,0.49,0.43,33.01,42.12,5.0
2014,91665,0.21,1.0,0.16,49.81,71.39,60.76
2004,11264,0.74,0.47,0.05,81.52,85.76,95.14
2007,51016,0.6,0.74,0.44,74.2,81.47,68.62
2006,122408,0.2,0.13,0.87,58.9,62.22,38.95
2011,14029,0.99,0.27,0.04,91.65,81.9,99.49
2004,165779,0.91,0.27,0.84,49.32,47.78,20.34
2004,79985,0.7,0.2,0.8,66.36,60.26,52.48
2013,205651,0.15,0.1,0.92,45.16,45.8,5.0
2006,115577,0.34,0.48,0.18,59.7,67.82,48.29
2004,45046,0.7,0.59,0.81,78.43,84.67,61.09
2017,143085,0.05,0.62,0.19,41.72,67.54,38.25
2012,32847,0.24,0.85,0.98,72.72,84.42,63.08
2008,179508,0.02,0.04,0.49,46.07,51.54,18.27
2012,25364,0.29,0.27,0.59,84.09,95.81,78.38
2002,166744,0.87,0.23,0.28,47.19,43.98,24.75
2002,96129,0.35,0.05,0.95,70.43,80.23,42.12
2014,205710,0.45,0.51,0.74,20.77,44.49,5.0
2006,245755,0.39,0.19,0.97,25.3,45.59,5.0
2021,13190,0.84,0.93,0.52,85.8,89.29,84.11
2002,107801,0.45,0.29,0.48,63.85,66.24,49.82
2011,136744,0.06,0.15,0.18,52.47,60.57,42.64
2024,54647,0.63,0.2,0.48,75.8,71.61,65.79
2022,76528,0.67,0.23,0.4,70.2,75.29,53.95
2023,243706,0.83,0.45,0.43,23.26,28.15,5.0
2021,148563,0.72,0.71,0.42,51.24,46.11,35.52
2000,48281,0.5,0.71,0.77,69.51,89.07,56.45
2003,69082,0.43,0.83,0.03,75.66,78.99,64.99
2024,204161,0.53,0.39,0.32,36.37,41.36,13.33
2023,99288,0.3,0.06,0.4,75.9,59.46,57.55
2005,181656,0.59,0.85,0.55,42.91,43.8,17.67
2017,249842,0.33,0.99,0.51,6.76,33.34,5.0
2010,107114,0.66,0.8,0.21,60.79,64.94,53.38
2009,142291,0.37,0.9,0.06,38.46,54.44,37.42
2014,86819,0.45,0.8,0.85,53.61,64.6,37.94
2019,204280,0.45,0.39,0.02,36.45,42.24,20.96
2021,43588,0.19,0.18,0.03,88.16,94.34,79.36
2024,25831,0.27,0.89,0.97,80.24,86.18,61.83
2003,74085,0.49,0.9,0.15,70.75,68.08,65.27
2010,129695,0.32,0.44,0.21,56.54,52.89,38.81
2022,227313,0.17,0.38,0.72,34.88,43.06,5.0
2014,38090,0.16,0.7,0.56,75.19,85.03,76.99
2013,6701,0.91,0.6,0.04,88.19,81.66,95.17
2001,159246,0.45,0.09,0.52,56.65,50.03,33.37
2015,66059,0.82,0.63,0.18,75.43,78.1,67.9
2003,71422,0.92,0.05,0.87,77.0,73.34,47.7
2014,116467,0.48,0.43,0.81,60.11,59.3,32.72
2011,247486,0.0,0.93,0.74,21.08,42.22,5.0
2001,92721,0.8,0.13,0.2,72.54,65.89,63.31
2017,24300,0.19,0.11,0.15,98.01,92.15,90.42
2007,119664,0.68,0.42,0.65,61.44,63.85,44.59
2005,130066,0.89,0.07,0.75,64.86,59.95,40.1
2000,201770,0.48,0.04,0.72,45.61,33.65,5.0
2016,170304,0.74,0.27,0.31,57.71,53.64,26.04
2015,5720,0.51,0.51,0.17,89.18,83.67,100.0
2024,155003,0.52,0.36,0.76,49.56,60.33,20.38
2000,138069,0.32,0.84,0.42,37.41,51.26,40.27
2003,150062,0.01,0.2,0.88,57.41,53.89,19.88
2020,149799,0.53,0.98,0.68,54.19,56.62,24.0
2008,192098,0.11,0.9,0.69,41.19,58.58,12.49
2015,152824,0.8,0.63,0.55,45.62,46.32,29.54
2014,104374,0.03,0.9,0.66,59.04,75.73,40.1
2007,42953,0.15,0.61,0.19,76.27,86.07,72.56
2001,238543,0.08,0.5,0.54,23.06,30.57,5.0
2001,190089,0.93,0.43,0.58,47.07,36.37,16.84
2000,143580,0.41,0.58,0.68,46.57,52.82,37.59
2002,112068,0.5,0.2,0.26,73.22,65.13,47.12
2002,65022,0.56,0.07,0.47,68.25,76.94,63.96
2020,186395,0.27,0.99,0.47,25.76,45.91,20.18
2016,244642,0.12,0.17,0.0,25.22,40.12,5.0
2023,86829,0.88,0.84,0.22,71.65,66.5,61.53
2019,241507,0.92,0.83,0.12,15.61,20.48,5.0
2024,43970,0.46,0.59,0.8,81.5,87.15,57.2
2010,67673,0.11,0.91,0.72,60.98,82.65,56.21
2013,47272,0.14,0.71,0.94,73.33,98.75,69.72
2013,161610,0.26,0.38,0.24,50.19,57.02,30.4
2022,167189,0.71,0.61,0.78,43.58,55.08,11.09
2010,159813,0.84,0.41,0.65,45.96,40.56,22.71
2020,5315,0.77,0.81,0.27,78.52,88.47,86.48
2019,8477,0.85,0.17,0.87,85.44,82.38,80.35
2019,143761,0.71,0.98,0.16,39.79,48.63,42.28
2019,83706,0.51,0.74,0.64,61.01,73.55,51.49
2020,241155,0.28,0.6,0.84,15.2,30.15,5.0
2002,168875,0.23,0.03,0.05,48.12,54.19,32.08
2003,116804,0.36,0.02,0.34,65.32,64.71,51.83
2013,41886,0.61,0.44,0.89,86.76,84.99,70.82
2006,103120,0.1,0.47,0.11,65.97,70.97,54.91
2018,8159,0.64,0.27,0.78,96.34,86.39,81.82
2000,162312,0.27,0.08,0.47,49.12,52.63,29.62
2003,59929,0.61,0.92,0.84,72.9,72.18,66.58
2013,122832,0.63,0.46,0.75,70.1,63.75,35.92
2021,76549,0.04,0.49,0.34,68.45,78.69,54.56
2022,122463,0.9,0.0,0.47,46.58,48.72,49.51
2011,83359,0.52,0.13,0.32,73.05,82.58,64.1
2007,162972,0.02,0.55,0.06,42.62,48.97,29.71
2020,215601,1.0,0.66,0.79,27.18,37.64,5.0
2016,224609,0.19,0.8,0.94,28.38,36.12,5.0
2024,215943,0.41,0.41,0.71,33.97,33.76,5.0
2016,48033,0.79,0.31,0.18,79.64,76.34,82.77
2008,201538,0.22,0.89,0.78,32.35,46.56,5.0
2024,157866,0.74,0.01,0.11,51.74,53.25,29.18
2010,18783,0.04,0.96,0.69,82.99,100.0,87.05
2011,106742,0.53,0.92,0.8,51.21,66.01,41.56
2006,243949,0.43,0.29,0.67,23.0,30.34,5.0
2021,108199,0.61,0.56,0.38,60.41,63.1,55.69
2024,120960,0.92,0.84,0.0,55.36,51.26,55.7
2012,223538,0.33,0.85,0.68,15.99,41.57,5.0
2018,223386,0.99,0.61,0.8,23.58,34.23,5.0
2024,79945,0.62,0.33,0.07,67.24,77.3,70.07
2004,56526,0.46,0.07,0.36,88.18,80.73,67.38
2008,152601,0.3,0.56,0.85,57.13,55.66,27.34
2016,203642,0.38,0.26,0.49,39.9,44.88,10.12
2005,65453,0.74,0.58,0.09,70.1,78.76,66.7
2019,104942,0.16,0.81,0.95,53.87,68.81,33.57
2018,236406,0.67,0.39,0.31,22.7,21.46,7.64
2012,6176,0.48,0.69,0.01,89.26,90.08,91.23
2002,65244,0.56,0.61,0.28,69.27,69.18,70.41
2020,129828,0.58,0.09,0.57,51.07,57.55,35.89
2019,63200,0.37,0.34,0.01,76.12,79.07,74.59
2024,84677,0.84,0.15,0.56,78.38,65.08,48.09
2020,56809,0.42,0.55,0.27,76.27,72.59,78.54
2004,6011,0.2,0.09,0.7,97.52,100.0,88.61
2022,63908,0.46,0.08,0.1,80.44,74.78,74.62
2011,171616,0.2,0.26,0.05,46.03,52.89,33.2
2013,163978,0.11,0.88,0.97,48.24,54.9,14.56
2019,220585,0.53,0.9,0.08,27.72,40.54,10.32
2012,128318,0.9,0.84,0.24,59.71,47.48,41.36
2017,101633,0.94,0.65,0.55,59.25,58.64,46.98
2010,53704,0.46,0.58,0.51,69.7,82.39,69.03
2020,127185,0.98,0.13,0.25,61.05,62.0,41.68
2010,123335,0.14,0.02,0.76,76.21,69.86,42.1
2000,109128,0.43,0.97,0.06,54.12,68.73,54.35
2018,155882,0.45,0.31,0.55,46.78,55.57,31.26
2019,217768,0.08,0.43,0.94,32.45,41.5,5.0
2000,147270,0.67,0.28,0.32,61.73,62.71,46.72
2001,105076,0.67,0.66,0.48,65.73,65.13,55.25
2005,113793,0.2,0.5,0.39,64.25,59.88,42.02
2016,57327,0.77,0.97,0.2,68.99,74.23,70.17
2007,93900,0.56,0.12,0.18,60.26,64.93,53.87
2022,116407,0.3,0.73,0.95,50.59,63.7,37.29
2019,115548,0.64,0.4,0.57,62.3,59.56,36.33
2013,190529,0.65,0.66,0.4,38.03,39.65,19.41
2020,231058,0.8,0.26,0.41,32.99,29.08,5.0
2016,75885,0.98,0.82,0.88,62.93,60.35,50.03
2012,132538,0.93,0.86,0.79,48.4,55.38,30.68
2017,146457,0.95,0.29,0.66,59.49,51.01,23.29
2008,97355,0.15,0.98,0.87,49.57,77.34,44.51
2007,152588,0.6,0.96,0.63,39.75,42.03,33.28
2005,53058,0.34,0.41,0.39,78.03,87.13,70.68
2004,53648,0.51,0.98,0.21,69.77,74.25,76.3
2000,197874,0.5,0.43,0.95,32.16,44.33,5.0
2023,196560,0.82,0.23,0.87,48.8,45.67,5.0
2002,145403,0.9,0.49,0.95,51.93,53.69,25.69
2002,2391,0.55,0.78,0.99,85.59,87.56,81.82
2014,89953,0.76,0.31,0.17,73.37,60.83,56.09
2005,179179,0.14,0.49,0.03,38.76,54.66,31.37
2010,168476,0.52,0.69,0.84,41.96,43.86,20.31
2024,142707,0.27,0.84,0.66,42.52,57.12,29.44
2009,124406,0.16,0.58,0.79,59.28,65.02,29.55
2014,31714,0.79,0.22,0.66,89.51,87.23,85.05
2024,225313,0.87,0.5,1.0,23.21,23.66,5.0
2004,142513,0.84,0.24,0.2,50.0,54.15,41.11
2011,14384,0.4,0.61,0.13,86.09,96.36,96.02
2006,114302,0.9,0.72,0.4,61.8,52.53,42.1
2024,162264,0.19,0.61,0.74,48.42,52.6,27.11
2005,197555,0.16,0.76,0.06,32.17,42.18,21.27
2021,83262,0.26,0.59,0.67,67.22,80.9,46.93
2020,72383,0.2,0.43,0.74,71.58,77.2,61.37
2006,89322,0.42,0.79,0.35,73.47,70.23,55.93
2021,36843,0.84,0.48,0.32,80.05,73.38,74.32
2006,143436,0.41,0.26,0.68,54.14,60.09,22.25
2008,222122,0.35,0.11,0.12,38.87,40.01,9.75
2001,242416,0.94,0.8,0.63,14.66,31.73,5.0
2023,115198,0.24,0.78,0.09,58.63,80.76,53.92
2023,16912,0.61,0.68,0.0,73.48,83.16,98.57
2013,171962,0.16,0.58,0.12,40.18,59.16,31.5
2017,219967,0.71,0.33,0.62,31.87,26.72,5.0
2009,108967,0.91,0.98,0.35,50.26,61.98,47.05
2000,249567,0.02,0.15,0.64,25.48,43.71,5.0
2023,199671,0.67,0.86,0.28,23.98,44.88,13.29
2016,162867,0.99,0.85,0.11,36.5,33.41,31.34
2017,169983,0.52,0.66,0.61,49.56,49.87,21.81
2004,87496,0.63,0.95,0.02,56.22,67.0,64.69
2010,33255,0.37,0.84,0.72,69.79,95.82,67.56
2009,179717,0.09,0.92,0.18,28.71,62.1,23.68
2008,5115,0.14,0.82,0.75,88.78,94.82,92.22
2003,139969,0.46,0.72,0.2,51.16,54.15,38.03
2004,136212,0.35,0.42,0.31,56.43,52.94,40.03
2012,60618,0.72,0.2,0.13,85.46,67.66,73.93
2014,42242,0.03,0.08,0.83,89.39,94.82,65.29
2021,115840,0.1,0.62,0.27,64.1,72.96,51.39
2010,29314,0.57,0.01,0.04,92.92,75.7,79.59
2001,88997,0.78,0.51,0.43,62.01,65.97,58.34
2023,249891,0.11,0.75,0.47,14.41,33.27,5.0
2013,65067,0.78,0.97,0.62,73.55,75.16,58.87
2021,15429,0.8,0.1,0.77,90.37,76.96,77.19
2001,46781,0.84,0.16,0.28,83.02,81.18,76.53
2020,135644,0.94,0.71,0.81,52.66,67.24,33.33
2012,198407,0.96,0.96,0.42,28.71,32.14,14.75
2015,20946,0.73,0.37,0.94,95.49,88.55,76.93
2014,3109,0.14,0.8,0.35,89.41,93.06,85.47
2000,55428,0.82,0.34,0.72,78.82,84.52,60.28
2010,30369,0.02,0.28,0.41,77.82,88.23,78.6
2005,87382,0.03,0.06,0.97,74.24,76.45,49.03
2002,126153,0.42,0.1,0.63,65.34,56.71,37.89
2004,243775,0.49,0.75,0.49,18.51,35.01,5.0
2006,174025,0.15,0.34,0.93,36.31,44.78,7.14
2024,100372,0.62,0.65,0.4,58.7,65.53,55.49
2011,77156,0.55,0.56,0.12,68.3,75.94,67.32
2001,107796,0.89,0.13,0.32,56.45,56.23,46.85
2013,36791,0.43,0.96,0.7,87.15,93.71,60.83
2013,184981,0.09,0.46,0.05,38.97,45.11,18.85
2005,182102,0.51,0.75,1.0,45.27,39.89,5.0
2024,74370,0.36,0.08,0.85,79.02,68.28,51.54
2005,11386,0.57,0.18,0.49,97.72,94.98,88.21
2022,87903,0.1,0.37,0.78,61.71,77.5,59.16
2008,7641,0.88,0.9,0.22,88.77,80.39,96.92
2004,32235,0.74,0.81,0.93,83.48,70.69,71.02
2013,97614,0.42,0.23,0.36,70.24,70.33,54.27
2020,116476,0.88,0.89,0.62,55.44,71.81,42.57
2007,95693,0.71,0.22,0.12,59.76,54.6,60.57
2023,27051,0.67,0.11,0.95,96.15,80.46,71.29
2015,246088,0.51,0.78,0.39,12.76,33.14,5.0
2012,244111,0.8,0.08,0.99,32.65,24.3,5.0
2021,63681,0.25,0.98,0.63,65.13,79.94,66.37
2002,186169,0.06,0.73,0.3,30.68,56.71,18.03
2005,78979,0.44,0.07,0.43,71.1,69.84,48.22
2014,24762,0.09,0.9,0.91,82.42,87.63,86.16
2007,159109,0.76,0.83,0.04,45.82,50.37,34.66
2006,239478,0.49,0.76,0.68,20.63,33.08,5.0
2021,79339,0.98,0.45,0.22,75.47,66.39,67.15
2001,33441,0.11,0.27,0.14,84.81,89.52,90.5
2024,73421,0.92,0.35,0.92,81.72,63.23,56.8
2006,75962,0.67,0.37,0.71,64.01,65.9,53.79
2018,238158,0.81,0.06,0.73,29.57,26.9,5.0
2014,93379,0.6,0.72,0.58,56.73,69.29,48.21
2015,69782,0.29,0.97,0.29,62.3,75.28,67.5
2024,109621,0.46,0.65,0.66,54.69,69.19,50.98
2006,197566,0.98,0.51,0.25,28.3,34.53,18.0
2007,35752,0.72,0.69,0.32,75.64,82.15,79.66
2017,29811,0.27,0.36,0.23,89.1,98.23,91.34
2007,42772,0.42,0.3,0.16,90.82,81.61,80.89
2021,34495,0.79,0.18,0.11,87.34,71.14,85.87
2005,202933,0.93,0.49,0.69,30.03,30.2,9.92
2022,130026,0.63,0.86,0.75,54.77,54.42,28.93
2008,107509,0.35,0.27,0.49,63.44,66.26,45.83
2012,13395,0.27,0.04,0.44,88.71,93.12,93.28
2004,159632,0.97,0.44,0.03,33.44,50.37,43.01
2020,9798,0.35,0.8,0.31,84.57,89.66,80.29
2004,12523,0.56,0.88,0.58,83.85,87.08,86.44
2018,87975,0.83,0.9,0.09,58.23,62.87,72.37
2003,41922,0.47,0.0,0.3,100.0,83.79,71.31
2007,20950,0.35,0.08,0.0,86.86,91.73,89.24
2004,47553,0.71,0.53,0.72,81.76,82.04,63.64
2020,121509,0.16,0.04,0.36,61.66,60.89,50.91
2022,126386,0.29,0.28,0.24,53.24,60.97,42.26
2017,212658,0.26,0.93,0.35,14.97,52.04,9.3
2012,149540,0.11,0.66,0.91,59.24,63.78,24.18
2000,178441,0.31,0.89,0.47,36.29,50.79,23.49
2003,193582,0.66,0.97,0.16,39.16,36.29,10.29
2004,186755,0.62,0.88,0.1,30.41,44.68,20.89
2022,108619,0.48,0.81,0.23,58.82,60.47,42.75
2018,191746,0.91,0.65,0.52,24.35,41.43,15.16
2016,45679,0.58,0.5,0.79,78.51,82.71,74.26
2000,231875,0.11,0.48,0.18,31.96,48.5,5.0
2007,94657,0.36,0.57,0.73,62.8,74.85,43.98
2007,226605,0.86,0.12,0.47,28.19,32.38,6.5
2001,53265,0.34,0.42,0.35,78.14,91.61,78.31
2013,217561,0.87,0.29,0.74,37.75,29.98,5.0
2013,181824,0.07,0.58,0.75,44.98,50.28,21.76
2003,156404,0.41,0.05,0.14,53.95,57.05,37.46
2024,174226,0.5,0.78,0.15,41.03,45.89,31.81
2022,130590,0.68,0.06,0.57,66.11,49.36,39.0
2020,143561,0.46,0.03,0.65,50.8,59.99,32.54
2006,10818,0.63,0.5,0.42,88.08,85.67,85.31
2014,124501,0.4,0.15,0.76,68.08,64.93,40.58
2012,151405,0.11,0.66,0.32,43.01,57.54,33.94
2003,210229,0.04,0.2,0.73,31.72,45.8,5.64
2022,144814,0.49,0.22,0.82,60.41,53.19,26.88
2006,249836,0.03,0.91,0.28,17.02,34.08,5.0
2016,45349,0.33,0.04,0.28,97.1,79.63,71.14
2000,155103,0.05,0.34,0.01,46.12,59.27,28.73
2008,221747,0.68,0.59,0.49,23.04,29.71,5.0
2023,156801,0.91,0.98,0.58,33.05,48.01,23.36
2022,198967,0.54,0.13,0.74,43.77,56.79,6.1
2016,57603,0.23,0.61,0.51,77.15,80.63,64.57
2019,97086,0.27,0.41,0.04,70.3,73.39,55.8
2023,120467,0.15,0.37,0.14,61.49,59.41,55.5
2013,127839,0.32,0.12,0.53,71.93,65.63,38.9
2003,28889,0.21,0.18,0.83,83.93,82.5,66.64
2002,65156,0.72,0.86,0.69,65.68,79.5,61.5
2014,38039,0.6,0.17,0.26,83.53,91.74,76.33
2024,117366,0.49,0.32,0.56,60.36,64.02,41.28
2000,91392,0.64,0.44,0.61,71.39,70.3,47.99
2003,30489,0.81,0.2,0.03,86.26,76.43,84.95
2024,162654,0.7,0.09,0.61,57.47,42.02,27.08
2022,81883,0.23,0.46,0.24,73.88,63.04,67.51
2003,49318,0.29,0.03,0.66,94.85,84.6,68.54
2013,86266,0.04,0.38,0.04,67.97,78.45,62.43
2009,69649,0.78,0.9,0.45,57.42,67.98,63.32
2006,125981,0.64,0.24,0.27,66.49,66.05,47.64
2017,171246,0.59,0.85,0.87,27.42,43.27,7.76
2009,36304,0.89,0.7,0.56,78.05,84.09,73.69
2008,19402,0.67,0.18,0.88,92.63,88.41,70.65
2004,77434,0.7,0.68,0.32,65.82,69.89,60.19
2008,68156,0.04,0.95,0.41,63.88,82.9,64.95
2017,207909,0.95,0.84,0.82,17.88,42.91,5.0
2011,29224,0.27,0.97,0.94,77.44,82.11,68.77
2020,63877,0.57,0.42,0.98,78.08,85.37,48.25
2000,162034,0.36,0.65,0.11,46.91,52.49,35.37
2012,127564,0.75,0.05,0.88,68.6,59.64,35.11
2005,208720,0.75,0.86,0.25,21.79,40.14,12.51
2007,81378,0.63,0.88,0.5,64.27,71.76,57.57
2023,191524,0.94,0.49,0.07,31.79,35.33,23.22
2007,217121,0.15,0.14,0.32,28.4,43.03,5.85
2008,188725,0.16,0.66,0.96,31.3,44.64,5.0
2007,59579,0.2,0.95,0.67,69.68,82.02,56.75
2016,138493,0.15,0.29,0.89,68.7,50.08,33.34
2008,210533,0.04,0.97,0.37,28.3,41.74,12.39
2024,70929,0.12,0.82,0.12,66.78,87.11,70.59
2015,148043,0.85,0.94,0.01,44.66,46.08,44.02
2015,171402,0.07,0.73,0.89,38.95,58.9,11.53
2012,238857,0.5,0.54,0.8,23.33,31.53,5.0
2010,181949,0.2,0.46,0.07,41.85,45.78,19.62
2012,33542,0.4,0.38,0.45,79.68,89.55,76.92
2001,215539,0.11,0.12,0.27,38.21,40.98,5.0
2005,32955,0.8,0.48,0.66,90.09,72.86,75.67
2003,93255,0.3,0.47,0.27,66.81,76.0,47.74
2010,53324,0.49,0.69,0.55,79.85,78.86,69.25
2008,132600,0.29,0.86,0.73,48.81,67.45,32.78
2018,182283,0.32,0.94,0.51,27.95,45.24,16.17
2012,14862,0.95,0.93,0.13,80.9,91.11,90.08
2017,149220,0.32,0.27,0.88,54.25,66.07,26.2
2010,69886,0.03,0.29,0.49,73.64,83.2,63.46
2018,120374,0.64,0.33,0.36,57.56,56.88,43.45
2006,222134,0.81,0.64,0.06,25.56,36.41,7.84
2015,192700,0.21,0.75,0.61,32.0,45.77,17.51
2003,178922,0.09,0.82,0.56,32.39,51.43,15.69
2012,73859,0.34,0.19,0.85,77.46,77.83,54.02
2012,56790,0.63,0.07,0.3,82.03,67.46,63.35
2015,161418,0.65,0.44,0.85,56.04,47.83,15.64
2017,223005,0.9,0.64,0.97,23.54,35.13,5.0
2001,182560,0.16,0.93,0.32,33.72,50.61,27.84
2020,225497,0.62,0.15,0.26,27.65,41.91,7.88
2016,63701,0.43,0.71,0.17,75.79,73.69,61.45
2012,61098,0.45,0.17,0.45,78.23,86.62,60.07
2016,30964,0.03,0.92,0.61,70.88,92.87,79.72
2011,139702,0.88,0.55,0.79,56.93,51.29,27.43
2020,19091,0.2,0.31,0.25,94.73,95.33,84.51
2006,29695,0.56,0.69,0.61,76.14,81.74,73.93
2007,67651,0.36,0.2,0.23,81.84,74.0,64.78
2017,143362,0.89,0.3,0.61,58.44,49.7,31.56
2007,216392,0.76,0.06,0.88,45.87,36.25,5.0
2020,24455,0.96,0.88,0.73,76.65,84.96,70.31
2001,160851,0.55,0.43,0.38,51.22,57.29,31.37
2023,75037,0.45,0.6,0.13,65.81,77.96,68.99
2013,53173,0.11,0.85,0.61,70.73,76.3,69.39
2023,170018,0.01,0.64,0.76,45.09,68.78,17.13
2020,160362,0.19,0.84,0.19,29.56,65.83,36.3
2015,207984,0.13,0.24,0.46,41.07,48.51,5.0
2013,39955,0.61,0.57,0.32,83.73,95.36,67.66
2023,101011,0.52,0.16,0.94,70.02,61.62,49.86
2016,30252,0.39,0.33,0.55,87.58,80.95,79.49
2014,202905,0.45,0.55,0.01,32.74,38.24,15.76
2001,23217,0.22,0.61,0.57,83.33,88.93,79.23
2024,200965,0.49,0.25,0.58,34.14,43.55,22.37
2020,46500,0.66,0.14,0.03,83.13,81.54,88.62
2020,234628,0.05,0.61,0.12,19.44,46.32,9.59
2009,82549,0.67,0.14,0.24,80.55,71.67,69.56
2001,19164,0.03,0.8,0.54,77.99,95.89,81.23
2012,38882,0.86,0.76,0.82,69.89,84.31,65.54
2021,34506,0.06,0.72,0.22,69.96,90.95,77.69
2004,126822,0.79,0.18,0.09,53.66,54.03,55.41
2019,82031,0.15,0.94,0.31,65.33,77.26,61.04
2006,139383,0.58,0.69,0.36,53.12,61.9,38.68
2020,74221,0.01,0.02,0.17,82.48,80.43,63.57
2018,195563,0.83,0.48,0.48,39.52,35.45,5.0
2021,19373,0.13,0.47,0.41,82.42,96.33,93.58
2003,19008,0.62,0.67,0.05,81.66,86.83,93.23
2013,177625,0.3,0.01,0.64,45.23,54.35,9.33
2009,154643,0.98,0.53,0.41,48.28,46.07,37.18
2009,160540,1.0,0.44,0.77,39.5,49.83,24.23
2004,172799,0.03,0.44,0.09,45.21,64.09,30.97
2004,189551,0.75,0.47,0.95,35.5,37.82,8.8
2006,106136,0.87,0.21,0.96,66.05,54.71,36.81
2000,6998,0.39,0.47,0.73,95.36,96.2,78.29
2000,249042,0.85,0.9,0.07,25.8,28.07,5.0
2016,201862,0.4,0.95,0.38,31.83,42.41,11.04
2014,92906,0.98,0.23,0.18,63.92,67.62,55.59
2008,193837,0.51,0.53,0.1,35.86,48.96,24.22
2012,116730,0.15,0.53,0.91,53.71,55.23,42.31
2007,16882,0.86,0.6,0.03,85.52,82.36,95.05
2005,213577,0.53,0.57,0.02,26.54,33.7,12.49
2001,111637,0.89,0.12,0.7,64.37,59.74,38.73
2020,107327,0.01,0.44,0.99,60.04,70.93,32.13
2020,106520,0.27,0.7,0.82,51.0,73.36,38.3
2016,224576,0.47,0.91,0.6,16.57,35.66,5.0
2022,160313,0.78,0.17,0.68,63.6,50.93,16.52
2007,207392,0.2,0.46,0.25,33.36,47.61,6.47
2011,40346,0.79,0.19,0.23,88.33,86.09,73.95
2015,179204,0.8,0.33,0.87,49.18,45.04,6.21
2006,221382,0.08,0.4,0.99,27.1,45.34,5.0
2008,102905,0.49,0.18,0.95,63.71,60.95,46.62
2001,219480,0.98,0.58,0.37,26.26,41.53,6.92
2017,150925,0.33,0.91,0.36,36.2,57.53,27.59
2024,70097,0.44,0.13,0.14,69.36,76.82,66.91
2023,176134,0.71,0.53,0.08,45.39,43.2,34.7
2022,91521,0.11,0.08,0.75,68.04,78.85,43.35
2011,211765,0.19,0.23,0.98,35.78,48.89,5.0
2004,22325,0.74,0.76,0.28,84.82,80.26,92.52
2006,128060,0.28,0.71,0.2,47.78,59.43,38.04
2019,177942,0.7,0.66,0.99,43.64,44.86,7.43
2017,55323,0.59,0.06,0.1,86.82,76.9,80.97
2018,50285,0.65,0.47,0.42,78.8,80.66,63.2
2011,174387,0.78,0.18,0.17,42.56,46.0,26.08
2003,119007,0.41,0.94,0.05,43.6,66.08,51.38
2021,89048,0.96,0.51,0.27,76.07,53.45,70.1
2018,232615,0.19,0.58,0.08,23.02,36.5,6.8
2002,204679,0.56,0.5,0.24,32.36,38.43,12.94
2014,63464,0.53,0.19,0.41,73.66,83.96,58.58
2022,249131,0.8,0.14,0.92,17.32,22.11,5.0
2014,107393,0.51,0.39,0.09,70.69,64.27,57.18
2012,104589,0.67,0.81,0.69,54.63,72.56,47.95
2021,182988,0.07,0.59,0.95,37.07,55.63,9.32
2006,79597,0.46,0.07,0.94,76.52,73.52,54.4
2023,102362,0.56,0.1,0.68,61.29,64.53,51.34
2009,164027,0.36,0.78,0.03,40.62,46.06,31.0
2008,94140,0.92,0.07,0.17,70.16,65.22,54.02
2005,55030,0.8,0.91,0.63,73.71,86.28,69.54
2019,161663,0.02,0.45,0.09,48.67,61.68,44.72
2000,109488,0.57,0.0,0.8,73.34,64.22,41.24
2019,25378,0.45,0.68,0.34,79.03,85.45,89.54
2010,214420,0.49,0.74,0.98,20.98,39.47,5.0
2023,64973,0.1,0.92,0.14,71.83,79.84,69.17
2009,220739,0.72,0.62,0.55,19.99,30.02,5.0
2012,37305,0.12,0.35,0.31,90.59,86.89,86.84
2014,77424,0.83,0.03,0.4,71.26,69.38,63.49
2017,181631,0.68,0.75,0.78,38.9,38.62,11.64
2000,96559,0.57,0.22,0.53,65.46,67.84,57.58
2020,153275,0.25,0.37,0.12,50.55,49.02,38.69
2001,178753,0.73,0.34,0.2,40.19,49.13,24.11
2023,224759,0.75,0.61,0.35,22.16,26.9,9.61
2008,205623,0.1,0.53,0.37,35.3,48.38,5.0
2019,83534,0.64,0.54,0.46,73.33,74.03,49.38
2003,69108,0.39,0.49,0.38,82.01,64.69,60.32
2017,131784,0.13,0.49,0.28,61.25,57.61,40.06
2006,242974,0.19,0.87,0.51,16.27,33.15,5.0
2017,80747,0.29,0.17,0.27,78.39,71.74,55.79
