year,mileage,temp_scale,habit_scale,idle_scale,bat_wellness,alt_wellness,sta_wellness
2015,35124,0.4,0.19,0.27,24.85,87.51,63.71
2022,96275,0.38,0.82,0.03,66.15,68.88,76.61
2011,16416,0.61,0.92,0.94,8.64,76.98,36.98
2021,68838,0.48,0.5,0.56,64.08,71.54,80.12
2003,122556,0.21,0.01,0.31,5.0,63.62,38.84
2013,177834,0.3,0.68,0.22,22.98,49.58,38.07
2024,19433,0.89,0.47,0.91,82.21,73.94,85.0
2010,144318,0.05,0.48,0.62,24.84,54.48,36.56
2015,52455,0.65,0.98,0.25,34.31,71.64,46.97
2022,182363,0.88,0.28,0.95,51.74,36.87,75.12
2019,73467,0.65,0.26,0.46,51.17,64.93,78.72
2018,216412,0.29,0.17,0.38,44.87,39.47,59.62
2002,32762,0.16,0.77,0.77,5.0,81.02,27.04
2013,108394,0.74,0.34,0.3,14.62,65.05,56.17
2001,189545,0.48,0.81,0.4,5.0,40.48,12.11
2004,238216,0.25,0.17,0.88,5.0,17.09,30.57
2013,30572,0.02,0.56,0.75,28.27,75.38,60.4
2008,45113,0.45,0.23,0.49,5.0,71.67,49.39
2011,244009,0.94,0.33,0.82,5.0,16.37,41.03
2004,228083,0.53,0.09,0.66,5.0,31.83,28.55
2002,107490,0.21,0.0,0.69,5.0,56.94,36.87
2000,97292,0.46,0.96,0.01,5.0,63.42,15.29
2011,168779,0.45,0.55,0.55,5.0,45.8,46.04
2008,75945,0.42,0.91,0.33,5.0,75.91,29.81
2024,140366,0.18,0.36,0.76,73.22,51.79,88.48
2009,136176,0.71,0.84,0.69,5.0,56.43,36.54
2012,61515,0.09,0.13,0.41,26.18,78.54,49.88
2005,158738,0.21,0.78,0.79,5.0,49.53,30.75
2012,17894,0.47,0.98,0.63,15.19,82.25,45.66
2009,236810,0.48,0.68,0.69,5.0,31.38,36.29
2015,230309,0.55,0.01,0.9,20.22,16.3,47.66
2022,120744,0.03,0.33,0.31,71.04,64.93,76.02
2024,40279,0.39,0.17,0.17,76.98,83.63,83.46
2003,229629,0.04,0.52,0.93,5.0,21.71,22.8
2017,94653,0.5,0.26,0.49,28.01,64.25,74.79
2007,230256,0.42,0.27,0.1,5.0,41.78,25.86
2013,146008,0.51,0.0,0.39,27.1,59.55,55.91
2001,2493,0.25,0.42,0.72,5.0,86.99,39.25
2012,224856,0.08,0.42,0.91,24.69,29.5,49.62
2013,52092,0.66,0.46,0.46,18.71,69.42,62.05
2001,116065,0.32,0.7,0.51,5.0,64.87,26.34
2014,234273,0.18,0.2,0.47,27.48,31.47,50.55
2016,45118,0.43,0.79,0.81,42.7,19.12,64.81
2023,221744,0.3,0.5,0.19,75.0,46.81,67.97
2021,221133,0.74,0.81,0.25,49.56,36.35,66.54
2000,246479,0.49,0.5,0.02,5.0,31.88,7.43
2010,92299,0.04,0.07,0.2,11.48,78.36,57.9
2016,29143,0.93,0.86,0.29,30.26,74.93,64.55
2023,123951,0.19,0.24,0.12,74.63,69.43,77.71
2002,145109,0.73,0.92,0.43,5.0,48.25,19.04
2002,75969,0.58,0.76,0.75,5.0,66.48,19.65
2001,97604,0.49,0.81,0.63,5.0,64.37,17.13
2012,32942,0.96,0.27,0.82,14.05,71.44,62.98
2005,16981,0.64,0.54,0.59,5.0,76.69,39.98
2024,186999,0.82,0.56,0.5,73.51,36.52,74.08
2018,112959,0.87,0.03,0.67,33.11,45.36,69.76
2017,103142,0.92,0.38,0.29,27.64,60.97,60.82
2018,197805,0.8,0.68,0.87,36.62,29.82,59.6
2018,109208,0.48,0.82,0.92,45.61,51.07,68.01
2020,43501,0.55,0.0,0.99,60.91,65.35,78.38
2007,221013,0.77,0.7,0.57,5.0,26.33,23.3
2004,32789,0.65,0.16,0.49,5.0,78.47,37.59
2008,53189,0.73,0.81,0.5,5.0,66.48,43.84
2015,23964,0.91,0.16,0.11,23.13,84.44,68.64
2021,139620,0.48,0.61,0.32,55.05,51.8,66.59
2012,71290,0.15,0.7,0.15,23.05,85.34,50.17
2011,201977,0.4,0.55,0.92,8.99,23.71,39.09
2019,156409,0.49,0.32,0.22,41.24,53.71,60.59
2010,43066,0.07,0.02,0.63,13.73,79.35,53.81
2013,232740,0.19,0.92,0.71,24.11,30.46,40.5
2008,244921,0.06,0.42,0.08,5.0,37.88,36.06
2009,191469,0.44,0.53,0.29,5.0,52.96,36.82
2016,159128,0.17,0.02,0.16,39.88,54.88,56.04
2011,117958,0.69,0.5,0.55,14.84,49.91,47.35
2001,133317,0.79,0.26,0.23,5.0,46.43,36.63
2018,114650,0.64,0.59,0.87,43.29,50.27,58.75
2003,211166,0.64,0.21,0.71,5.0,32.05,13.9
2015,1802,0.66,0.15,0.15,37.99,92.34,69.05
2020,127662,0.55,0.77,0.71,60.62,47.96,65.05
2018,131539,0.66,0.61,0.87,42.22,41.76,69.08
2016,197137,0.55,0.01,0.55,38.52,41.55,63.42
2006,5495,0.25,0.15,0.33,5.0,83.75,40.54
2020,69650,0.4,0.88,0.85,56.49,78.9,60.98
2005,249783,0.46,0.17,0.02,5.0,24.26,33.27
2004,193032,0.85,0.29,0.67,5.0,35.33,28.91
2016,220912,0.71,0.11,0.22,25.52,38.1,54.6
2012,225786,0.71,0.95,0.37,6.64,29.27,33.49
2022,217475,0.23,0.58,0.8,74.56,35.3,76.65
2018,217202,0.31,0.95,0.12,49.02,38.94,54.31
2011,147478,0.73,1.0,0.44,9.1,59.95,38.59
2007,102802,0.16,0.63,0.5,5.0,70.33,36.43
2016,132415,0.06,0.88,0.43,44.22,55.62,49.17
2002,17883,0.03,0.7,0.78,5.0,76.48,33.79
2015,90370,0.52,0.27,0.1,33.33,79.34,64.92
2019,3211,0.55,0.56,0.14,58.6,86.48,74.01
2007,172968,0.4,0.53,0.27,5.0,48.37,29.73
2013,234874,0.14,0.93,0.22,25.71,35.44,30.81
2007,88698,0.14,0.89,0.47,5.0,74.0,39.84
2023,221046,0.02,0.47,0.82,70.06,37.38,75.26
2018,220286,0.67,0.59,0.86,45.16,28.51,57.21
2000,31081,0.64,0.55,0.21,5.0,88.65,31.82
2022,192693,0.75,0.58,0.43,61.92,43.5,73.29
2024,117974,0.36,0.01,0.9,73.48,61.19,91.74
2006,154588,0.26,0.57,0.5,5.0,49.45,36.13
2009,235796,0.77,0.74,0.58,5.0,27.86,26.19
2010,212794,0.82,0.53,0.25,5.0,38.12,49.32
2019,180446,0.52,0.55,0.87,53.92,31.19,69.76
2008,226783,0.85,0.32,0.44,5.0,31.79,34.62
2011,137581,0.0,0.79,0.42,27.27,69.76,42.8
2005,7774,0.99,0.27,0.95,5.0,73.3,41.6
2022,202093,0.18,0.58,0.9,60.56,34.06,65.9
2011,27480,0.05,0.86,0.29,17.06,89.16,48.36
2004,50702,0.68,0.57,0.29,5.0,74.8,34.08
2015,156167,0.23,0.77,0.22,35.78,52.71,48.69
2008,229357,0.24,0.71,0.18,5.0,39.92,29.53
2011,114191,0.8,0.07,0.95,5.0,55.82,48.5
2000,17645,0.84,0.27,0.9,5.0,82.18,29.53
2022,183961,0.25,0.74,0.19,53.47,49.8,66.55
2017,161503,0.54,0.68,0.48,38.41,45.86,66.01
2021,190525,0.66,0.61,0.38,49.28,34.88,67.34
2010,206142,0.82,0.12,0.44,5.0,32.14,48.46
2003,60011,0.99,0.17,0.89,5.0,59.71,41.95
2012,91791,0.93,0.5,0.97,17.34,59.45,51.66
2016,42771,0.63,0.93,0.27,34.03,80.98,61.99
2022,137256,0.77,0.41,0.73,54.57,43.88,68.48
2012,249720,0.67,0.41,0.46,9.0,17.98,38.49
2021,92991,0.29,0.56,0.2,62.99,67.3,69.67
2018,212890,0.05,0.52,0.89,53.77,34.91,67.49
2014,14110,0.62,0.99,0.61,31.3,76.87,42.4
2016,36964,0.85,0.97,0.11,20.44,83.16,57.02
2017,189485,0.22,0.82,0.64,34.69,33.47,46.87
2005,61967,0.37,0.27,0.86,5.0,55.72,32.84
2015,31526,0.91,0.67,0.45,17.27,82.17,65.22
2010,190157,0.3,0.07,0.98,7.74,34.6,43.5
2021,184513,0.49,0.68,0.6,55.3,45.4,65.14
2008,217076,0.7,0.64,0.45,5.0,13.84,29.2
2020,178380,0.46,0.93,0.75,59.99,43.61,63.32
2001,161580,0.94,0.42,0.9,5.0,38.48,18.75
2020,137954,0.84,0.09,0.11,47.94,58.91,72.19
2017,22598,0.71,0.89,0.33,40.03,87.05,66.7
2019,37511,0.84,0.8,0.67,46.65,72.71,67.77
2005,36687,0.62,0.27,0.74,5.0,70.98,41.54
2017,141013,0.35,0.54,0.39,36.91,55.8,58.16
2012,87852,0.59,0.69,0.33,15.82,59.18,40.64
2015,137450,0.27,0.69,0.22,36.1,61.66,47.5
2022,178971,0.09,0.35,0.75,60.52,41.22,75.32
2013,203577,0.95,0.85,0.21,14.32,38.83,42.32
2007,164749,0.3,0.6,0.97,5.0,43.28,37.23
2014,117407,0.83,0.52,0.68,20.69,58.68,61.07
2002,22034,0.56,0.56,0.16,5.0,81.32,29.5
2003,234815,0.89,0.53,0.72,5.0,16.73,18.51
2015,191935,0.88,0.03,0.16,24.51,44.7,49.18
2013,49046,0.97,0.41,0.71,15.12,75.01,62.76
2000,109711,0.02,0.12,0.0,5.0,75.04,19.55
2012,84666,0.38,0.36,0.05,12.53,72.7,45.5
2005,159511,0.48,0.97,0.58,5.0,43.35,27.56
2020,107195,0.64,0.98,0.94,44.9,53.64,62.81
2000,92606,0.19,0.43,0.71,5.0,63.52,14.77
2006,8234,0.75,0.55,0.82,5.0,82.37,46.74
2008,122132,0.21,0.69,0.41,5.0,59.49,33.47
2023,182351,0.2,0.79,0.19,80.79,52.4,65.95
2007,96707,0.04,0.53,0.87,5.0,68.22,34.96
2001,66333,0.79,0.69,0.63,5.0,60.32,17.7
2004,73114,0.14,0.26,0.27,5.0,75.18,35.92
2006,2020,0.09,0.82,0.76,5.0,92.08,42.84
2001,225933,0.06,0.93,0.85,5.0,28.21,5.0
2005,63861,0.46,0.17,0.57,5.0,68.03,45.99
2004,9471,0.01,0.6,0.78,5.0,71.55,40.37
2009,216762,0.64,0.3,0.96,5.0,29.37,48.81
2020,94876,0.98,0.09,0.33,40.51,58.33,80.28
2001,244685,0.76,0.21,0.69,5.0,18.52,23.26
2015,20226,0.15,0.76,0.86,40.96,81.85,56.68
2015,168543,0.57,0.46,0.15,23.2,51.14,58.52
2008,210449,0.24,0.62,0.8,5.0,31.58,25.63
2014,178422,0.43,0.2,0.45,21.8,43.29,55.76
2009,179902,0.26,0.25,0.45,5.0,41.37,40.9
2016,245723,0.39,0.04,0.74,33.75,19.84,61.84
2011,230567,0.28,0.93,0.62,16.14,28.74,34.23
2001,92810,0.62,0.38,0.38,5.0,60.63,18.82
2004,231682,0.91,0.09,0.54,5.0,25.2,34.41
2010,110165,0.23,0.61,0.6,16.73,49.3,44.39
2018,247495,0.99,0.88,0.54,31.79,5.0,42.99
2003,85445,0.91,0.18,0.83,5.0,62.04,36.03
2000,242532,0.87,0.78,0.07,5.0,37.35,9.53
2007,201836,0.6,0.18,0.8,5.0,29.13,28.42
2012,79827,0.6,0.73,0.2,19.13,67.9,50.09
2023,41995,0.09,0.19,0.36,76.13,85.08,84.53
2017,101575,0.78,0.3,0.09,35.15,57.46,70.57
2010,46678,0.13,0.9,0.5,19.93,81.08,50.73
2008,45241,0.34,0.68,0.99,5.0,67.62,42.12
2003,36650,0.69,0.13,0.6,5.0,69.46,40.02
2004,226701,0.14,0.49,0.17,5.0,39.73,26.71
2005,183595,0.16,0.18,0.54,5.0,42.68,21.29
2011,77866,0.17,0.09,0.04,15.53,80.45,48.03
2019,127518,0.72,0.91,0.86,51.82,41.52,56.43
2024,146526,0.33,0.95,0.55,79.94,59.85,70.84
2011,71646,0.78,0.98,0.16,8.71,71.85,41.66
2012,177824,0.57,0.02,0.56,5.0,47.58,46.59
2020,37512,0.55,0.27,0.51,54.01,87.25,80.82
2002,69348,0.23,0.75,0.33,5.0,72.0,16.24
2000,48052,0.02,0.51,0.44,5.0,81.59,19.07
2020,118801,0.47,0.16,0.7,51.88,56.29,68.58
2019,155958,0.28,0.11,0.73,50.86,41.67,72.72
2008,203436,0.85,0.17,0.17,5.0,39.51,32.42
2005,197615,0.71,0.68,0.58,5.0,30.75,28.09
2020,117123,0.97,0.59,0.98,46.3,46.88,72.27
2004,212419,0.59,0.18,0.41,5.0,37.04,37.05
2020,23973,0.64,0.66,0.7,64.44,80.14,67.7
2023,66244,0.86,0.95,0.22,64.61,71.1,75.98
2008,235184,0.88,0.72,0.74,5.0,23.49,17.73
2002,186090,0.79,0.09,0.56,5.0,41.35,22.33
2024,246814,0.06,0.29,0.34,74.43,31.66,70.37
2000,55807,0.39,0.39,0.78,5.0,61.22,33.07
2005,236302,0.35,0.45,0.9,5.0,28.08,27.02
2016,18500,0.86,0.51,0.51,35.87,84.39,62.3
2017,121660,0.35,0.08,0.52,39.83,59.98,67.7
2021,186026,0.78,0.48,0.38,57.1,42.78,67.22
2023,235332,0.05,0.74,0.63,70.47,35.1,67.6
2019,3536,0.12,0.68,0.52,58.42,87.62,73.77
2017,194209,0.93,0.1,0.75,22.25,27.45,51.77
2014,165662,0.75,0.58,0.01,26.25,48.93,48.5
2019,16341,0.54,0.14,0.38,61.22,82.94,75.98
2010,172461,0.22,0.47,0.06,5.55,51.25,36.93
2016,69933,0.22,0.7,0.23,45.08,78.6,69.73
2007,181426,0.71,0.17,0.47,5.0,34.39,28.95
2019,192888,0.92,0.64,0.81,45.34,31.45,59.62
2003,1027,0.4,0.73,0.13,5.0,96.7,33.8
2014,54315,0.33,0.32,0.38,30.92,68.54,43.36
2006,86861,0.65,0.41,0.95,5.0,58.35,40.45
2007,72693,0.6,0.28,0.15,5.0,69.34,35.8
2000,248588,0.42,0.19,0.01,5.0,29.42,6.25
2009,100433,0.56,0.28,0.23,5.0,66.51,43.34
2004,237725,0.01,0.69,0.35,5.0,31.65,14.53
2013,31010,0.39,0.9,0.03,24.16,84.81,47.28
2022,20238,0.92,0.66,0.18,61.44,81.8,73.55
2013,29368,0.9,0.93,0.94,23.87,70.53,45.77
2012,106689,0.74,0.18,0.44,14.13,57.84,63.8
2007,139509,0.06,0.24,0.4,5.0,56.83,42.79
2014,34709,0.66,0.19,0.09,24.29,83.96,63.1
2000,208869,0.75,0.35,0.18,5.0,40.77,19.82
2017,4558,0.81,0.63,0.3,39.55,95.46,70.34
2024,89328,0.1,0.69,0.77,83.99,59.13,76.47
2013,168417,0.99,0.65,0.02,7.48,52.16,50.72
2004,32391,0.02,0.53,0.93,5.0,84.9,47.26
2024,100011,0.77,0.37,0.35,65.97,52.27,77.18
2012,155862,0.88,0.78,0.37,5.0,43.91,40.73
2024,242508,0.62,0.46,0.95,75.27,20.06,79.71
2015,222488,0.87,0.91,0.2,18.95,27.2,36.38
2005,173357,0.07,0.36,0.67,5.0,41.97,37.01
2024,242510,0.26,0.41,0.76,78.63,23.61,68.67
2005,10410,0.09,0.35,0.37,5.0,93.8,52.42
2000,233540,0.78,0.46,0.28,5.0,23.86,11.12
2013,191549,0.55,0.28,0.43,17.43,44.5,50.5
2024,241115,0.44,0.69,0.75,71.02,22.25,70.81
2020,175044,0.81,0.19,0.74,36.81,31.43,67.6
2023,46666,0.6,0.52,0.16,76.41,69.76,86.11
2021,206566,0.56,0.66,0.45,61.11,30.85,64.11
2018,173184,0.53,0.91,0.27,43.44,49.59,49.32
2017,102721,0.52,0.63,0.66,35.29,59.42,70.93
2018,117187,0.25,0.99,0.52,55.16,53.08,49.43
2015,35756,0.62,0.76,0.69,27.02,73.62,53.87
2022,146518,0.83,0.28,0.06,59.84,57.33,81.16
2016,142622,0.29,0.89,0.02,36.91,61.77,53.33
2020,23854,0.37,0.81,0.52,69.43,80.8,61.49
2003,18691,0.57,0.94,0.23,5.0,92.72,27.05
2018,53856,0.25,0.98,0.68,54.49,70.15,65.89
2001,107741,0.59,0.48,0.85,5.0,45.58,16.81
2024,155484,0.78,0.19,0.37,62.84,50.58,76.09
2000,134837,0.53,0.25,0.63,5.0,60.69,24.42
2023,10833,0.44,0.44,0.55,83.38,86.07,83.48
2024,201977,0.18,0.24,0.99,79.74,31.01,82.65
2017,83110,0.3,0.35,0.77,44.24,61.58,73.17
2002,186490,0.61,0.72,0.71,5.0,29.81,17.65
2018,74704,0.02,0.62,0.14,65.66,84.04,69.26
2022,32899,0.84,0.05,0.96,59.14,67.94,85.01
2005,145210,0.46,0.09,0.88,5.0,41.16,31.08
2006,158070,0.4,0.4,0.42,5.0,49.53,25.2
2005,193253,0.29,0.95,0.12,5.0,50.65,30.48
2022,110042,0.15,0.24,0.24,63.72,65.75,68.13
2017,47729,0.98,0.07,0.67,26.17,74.24,73.25
2004,192346,0.83,0.3,0.97,5.0,22.97,31.64
2022,156694,0.79,0.76,0.88,54.59,42.9,73.25
2023,161673,0.49,0.36,0.91,73.41,41.6,71.56
2013,132903,0.12,0.11,0.1,26.56,59.53,51.18
2009,201382,0.1,0.8,0.16,12.3,45.2,33.06
2006,227499,0.36,0.19,0.97,5.0,26.18,33.91
2021,142743,0.8,0.84,0.67,39.77,43.88,61.36
2004,186159,0.42,0.56,0.9,5.0,43.4,19.35
2012,14786,0.95,0.84,0.05,12.48,86.44,53.6
2019,233069,0.01,0.24,0.68,51.46,30.66,58.18
2003,13582,0.66,0.86,0.87,5.0,76.34,24.7
2001,83204,0.18,0.95,0.09,5.0,68.76,18.98
2004,150655,0.57,0.5,0.19,5.0,46.53,31.71
2017,21705,0.91,0.61,0.29,30.51,73.75,64.49
2020,158176,0.11,0.88,0.17,61.34,57.07,65.82
2010,248417,0.5,0.06,0.24,5.0,34.41,37.05
2023,115081,0.39,0.29,0.87,65.71,52.36,83.37
2024,129373,0.35,0.52,0.35,87.37,58.81,85.47
2002,184322,0.26,0.27,0.22,5.0,51.13,22.92
2019,17177,0.18,0.45,0.6,58.92,80.87,65.15
2010,79422,0.34,0.1,0.97,7.55,65.6,62.64
2005,209857,0.71,0.81,0.56,5.0,33.34,20.71
2012,132210,0.72,0.85,0.2,20.67,55.52,47.16
2001,86210,0.17,0.47,0.35,5.0,71.49,15.33
2016,94879,0.64,0.75,0.99,33.61,56.92,56.03
2022,65688,0.94,0.2,0.31,61.32,70.71,80.4
2010,171670,0.17,0.1,0.02,11.36,54.75,46.22
2001,209769,0.72,0.0,0.6,5.0,30.89,28.03
2001,80117,0.34,0.7,0.44,5.0,66.94,14.82
2015,84918,0.47,0.7,0.02,23.24,83.44,51.57
2024,106952,0.56,0.33,0.0,67.22,75.23,74.89
2013,78143,0.54,0.9,0.86,10.94,64.27,52.37
2001,223390,0.57,0.1,0.4,5.0,35.68,24.71
2000,123485,0.03,0.27,0.51,5.0,65.09,21.1
2022,24417,0.02,0.17,0.48,82.46,84.21,80.81
2016,155035,0.47,0.42,0.36,30.21,59.09,51.81
2001,9447,0.09,0.61,0.17,5.0,91.46,21.7
2005,58630,0.21,0.41,0.47,5.0,76.45,39.37
2013,74845,0.96,0.79,0.56,14.01,61.46,55.09
2013,195609,0.54,0.5,0.09,19.88,46.92,42.71
2021,34630,0.78,0.32,0.64,57.72,74.29,84.9
2023,28507,0.51,0.46,0.55,79.52,85.11,81.25
2015,176573,0.38,0.57,0.13,31.38,47.83,56.13
2015,143410,0.3,0.6,0.61,32.26,46.58,51.08
2005,182932,0.79,0.76,0.74,5.0,38.29,24.66
2024,175993,0.03,0.33,0.01,87.35,66.12,70.88
2003,162845,0.79,0.21,0.6,5.0,42.36,23.12
2024,38792,0.69,0.22,0.61,73.46,81.15,89.6
2003,228501,0.67,0.99,0.65,5.0,27.25,8.3
2011,173533,0.68,0.6,0.06,7.79,50.58,40.11
2012,129207,0.29,0.95,0.54,16.91,50.92,47.28
2024,200770,0.25,0.18,1.0,71.44,32.91,69.72
2021,14640,0.41,0.28,0.56,62.0,89.78,81.13
2002,243642,0.12,0.71,0.65,5.0,21.3,17.19
2021,195592,0.96,0.43,0.48,41.52,34.44,81.42
2024,215027,0.34,0.67,0.19,67.77,40.65,75.46
2016,125325,0.11,0.83,0.18,39.04,65.85,52.87
2009,41627,0.96,0.25,0.67,5.0,68.86,45.87
2014,11198,0.82,0.39,0.57,26.58,81.96,59.43
2001,13217,0.12,0.86,1.0,5.0,78.9,24.13
2015,57886,0.15,0.79,0.12,42.22,87.57,57.38
2011,125641,0.82,0.67,0.49,5.0,58.01,50.72
2007,157823,0.2,0.1,0.42,5.0,54.99,38.66
2011,172481,0.29,0.24,0.32,10.61,48.46,35.46
2017,204009,0.98,0.18,0.62,20.38,33.45,59.99
2013,79156,0.19,0.27,0.08,21.26,72.63,70.24
2003,239665,0.99,0.95,0.58,5.0,26.94,20.85
2004,163449,0.1,0.37,0.63,5.0,44.54,27.67
2010,83484,0.3,0.78,0.5,7.48,63.2,50.87
2013,200136,0.11,0.88,0.95,26.64,42.0,38.38
2024,103339,0.06,0.77,0.42,88.65,78.89,73.39
2008,116533,0.62,0.96,0.38,5.0,62.7,20.3
2007,83395,0.75,0.07,0.13,5.0,70.65,43.7
2000,21208,0.92,0.6,0.45,5.0,90.97,22.95
2023,21525,0.98,0.35,0.04,76.08,86.22,90.96
2006,233082,0.98,0.99,0.01,5.0,31.63,23.2
2021,39391,0.43,0.63,0.57,64.34,74.42,84.31
2021,20913,0.98,0.38,0.92,58.53,70.33,79.09
2019,153845,0.68,0.44,0.51,46.0,45.21,66.31
2020,111341,0.94,0.62,0.05,47.35,61.07,64.52
2002,229346,0.72,0.17,0.81,5.0,27.72,28.39
2011,78420,0.1,0.51,0.85,25.27,53.61,48.78
2010,128969,0.35,0.74,0.86,5.01,51.86,42.56
2019,203236,0.95,0.28,0.45,38.95,42.01,71.49
2000,157302,0.08,0.42,0.91,5.0,52.0,12.82
2007,234468,0.29,0.38,0.98,5.0,23.02,34.46
2009,239245,0.4,0.22,0.76,5.0,22.41,25.75
2017,128243,0.53,0.82,0.22,24.81,66.45,56.18
2003,33900,0.02,0.8,0.72,5.0,83.09,25.38
2021,140802,0.79,0.43,0.43,40.73,54.2,73.26
2018,153353,0.3,0.14,0.84,46.14,46.85,68.35
2016,206598,0.05,0.74,0.02,41.53,40.3,55.56
2003,89247,0.7,0.7,0.3,5.0,59.75,23.18
2014,88797,0.77,0.15,0.96,26.49,53.99,58.62
2004,127961,0.86,0.97,0.52,5.0,58.45,19.19
2000,40982,0.9,0.21,0.57,5.0,63.24,28.43
2003,147535,0.71,0.94,0.4,5.0,45.88,24.64
2006,106707,0.89,0.44,0.16,5.0,62.3,39.09
2002,66127,0.2,0.76,0.12,5.0,71.82,24.87
2003,161114,0.06,0.65,0.99,5.0,48.49,25.03
2003,147275,0.83,0.48,0.05,5.0,60.1,23.05
2008,159728,0.92,0.82,0.72,5.0,35.41,35.5
2007,28916,0.69,0.37,0.2,5.0,80.89,50.17
2001,3644,0.35,0.19,0.55,5.0,84.92,39.86
2010,57147,0.96,0.93,0.17,5.0,80.48,45.28
2016,132666,0.97,0.04,0.57,25.06,42.49,61.3
2023,143054,0.44,0.09,0.44,66.38,53.9,74.9
2000,181513,0.14,0.6,0.6,5.0,32.3,9.33
2016,188402,0.24,0.13,0.07,34.08,58.88,51.05
2001,141363,0.52,0.19,0.61,5.0,55.81,37.74
2016,128672,0.9,0.8,0.08,30.29,63.47,55.46
2020,155028,0.64,0.28,0.29,40.78,43.51,68.9
2019,201738,0.83,0.06,0.43,44.67,33.11,75.1
2002,55028,0.52,0.72,0.67,5.0,69.24,22.44
2017,47302,0.99,0.84,0.22,26.45,72.3,60.5
2016,197186,0.61,0.46,0.61,26.5,30.11,50.93
2009,189837,0.99,0.43,0.85,5.0,26.5,35.25
2004,116297,0.95,0.2,0.21,5.0,61.81,32.69
2018,192653,0.74,0.97,0.52,35.96,35.81,50.32
2010,42841,0.62,0.3,0.93,5.0,65.06,52.49
2017,211318,0.1,0.22,0.34,46.22,45.42,50.72
2021,25393,0.45,0.95,0.89,62.28,73.89,73.16
2024,206814,0.72,0.1,0.6,71.9,27.09,75.38
2000,207377,0.72,0.65,0.06,5.0,39.49,15.72
2008,202126,0.33,0.52,0.76,5.0,35.77,30.69
2019,2767,0.8,0.3,0.99,54.83,75.62,79.75
2015,25566,0.8,0.78,0.33,26.9,83.84,67.35
2009,22833,0.95,1.0,0.21,5.0,81.54,45.04
2003,152200,0.56,0.0,0.54,5.0,52.4,35.46
2014,209870,0.18,0.23,0.16,23.7,36.68,55.3
2003,78668,0.11,0.84,0.69,5.0,64.79,20.81
2022,150632,0.46,0.56,0.33,58.59,50.3,63.82
2000,138059,0.32,0.46,0.13,5.0,56.89,30.76
2006,188702,0.35,0.34,0.42,5.0,44.1,33.53
2014,57308,0.69,0.86,0.61,20.21,72.08,47.85
2022,80408,0.12,0.16,0.53,73.7,71.91,89.1
2021,125612,0.04,0.63,0.53,71.71,54.9,74.52
2019,35614,0.2,0.45,0.41,54.78,86.83,73.27
2018,84432,0.62,0.0,0.43,44.87,63.8,65.61
2013,202434,0.94,0.51,0.46,5.0,26.81,50.44
2019,30764,0.23,0.99,0.91,59.96,78.34,61.89
2013,205391,0.09,0.26,0.97,34.27,32.31,50.93
2024,111127,0.74,0.7,0.78,69.61,37.43,78.57
2002,113773,0.9,0.68,0.09,5.0,61.22,21.53
2002,56162,0.02,0.89,0.97,5.0,68.71,23.7
2016,95309,0.83,0.66,0.81,25.49,48.89,50.58
2022,61304,0.75,0.34,0.5,68.54,77.04,78.65
2024,218818,0.73,0.91,0.66,65.52,20.89,63.33
2010,93382,0.06,0.99,0.2,16.92,73.19,35.04
2003,238325,0.35,0.33,0.81,5.0,27.3,22.88
2022,91831,0.47,0.08,0.12,66.9,73.9,83.01
2013,31462,0.38,0.88,0.66,23.03,76.67,53.26
2006,57025,0.86,0.86,0.04,5.0,77.74,23.21
2002,144099,0.38,0.52,0.71,5.0,51.64,24.41
2019,202470,0.51,0.57,0.59,51.08,31.91,61.07
2010,46349,0.6,0.11,0.65,7.58,69.89,47.55
2007,7971,0.76,0.93,0.94,5.0,69.81,44.11
2017,141396,0.06,0.08,0.06,57.28,66.71,72.6
2019,49781,0.92,0.58,0.58,41.28,71.6,72.66
2023,80487,0.64,0.04,0.76,80.01,63.48,82.9
2022,57143,0.29,0.45,0.09,73.77,83.59,81.74
2005,116373,0.29,0.47,0.76,5.0,55.9,31.89
2013,194053,0.06,0.1,0.65,24.59,42.28,49.95
2017,20415,0.76,0.19,0.87,41.93,78.21,69.15
2019,179242,0.45,0.44,0.57,47.15,47.41,75.01
2004,69712,0.14,0.43,0.15,5.0,80.13,34.78
2006,200743,0.27,0.51,0.31,5.0,41.79,26.42
2022,59911,0.55,0.54,0.35,69.38,74.28,76.04
2000,145808,0.23,0.53,0.32,5.0,56.92,16.89
2009,165755,0.98,0.37,0.66,5.0,40.71,36.49
2019,93544,0.7,0.43,0.59,50.64,63.24,68.83
2020,245052,0.27,0.99,0.68,55.52,27.67,61.98
2015,230679,0.35,0.26,0.79,34.81,26.77,43.64
2001,189407,0.48,0.25,0.99,5.0,32.48,28.47
2017,143570,0.42,0.6,0.87,44.84,40.45,56.91
2023,97265,0.09,0.83,0.1,81.34,68.19,68.26
2013,206854,0.46,0.99,0.36,19.93,34.52,38.59
2018,182406,0.21,0.78,0.57,52.44,34.52,56.61
2023,47361,0.2,0.54,0.99,76.61,69.99,73.42
2024,90418,0.04,0.71,0.76,92.88,68.51,78.72
2018,7279,0.01,0.98,0.34,65.34,96.06,58.59
2014,247521,0.63,0.35,0.6,15.65,12.71,55.96
2019,142486,0.67,0.69,0.3,44.26,55.4,59.92
2002,57912,0.39,0.29,0.84,5.0,67.39,18.7
2005,4347,0.12,0.64,0.34,5.0,92.66,48.14
