slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost,Maintenance_Type,volt_fluctuation,avg_temp,avg_rpm,avg_idle,alternator_wellness,battery_wellness,starter_motor_wellness,serpentine_belt_wellness,ignition_coils_wellness,cv_axle_wellness,wheel_bearings_wellness,fuel_pump_wellness,clutch_wellness,bushings_wellness,brake_pads_wellness,radiator_wellness,water_pump_wellness,spark_plugs_wellness,o2_sensor_wellness
982,car,toyota,fortuner,diesel,2016,mumbai,10000,10232,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2176,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.4391304347826,94.06840579710145,94.06840579710145,91.10260869565218,93.15585284280937,93.64472049689441,94.4391304347826,94.4391304347826,91.91146245059288,91.10260869565218,82.20521739130434,95.55130434782609,92.5855072463768,88.87826086956522,92.5855072463768
983,car,toyota,fortuner,diesel,2016,mumbai,10000,10747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1900,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.15923913043478,93.76985507246377,93.76985507246377,90.65478260869565,92.81137123745819,93.32484472049688,94.15923913043478,94.15923913043478,91.50434782608696,90.65478260869565,81.3095652173913,95.32739130434783,92.21231884057971,88.31847826086955,92.21231884057971
984,car,toyota,fortuner,diesel,2016,mumbai,10000,11237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1989,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,93.89293478260869,93.48579710144928,93.48579710144928,90.22869565217391,92.48361204013378,93.02049689440994,93.89293478260869,93.89293478260869,91.11699604743083,90.22869565217391,80.45739130434782,95.11434782608696,91.8572463768116,87.78586956521738,91.8572463768116
985,car,toyota,fortuner,diesel,2016,mumbai,10000,10355,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2078,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.37228260869566,93.99710144927536,93.99710144927536,90.99565217391304,93.07357859531773,93.56832298136646,94.37228260869566,94.37228260869566,91.81422924901186,90.99565217391304,81.99130434782609,95.49782608695652,92.4963768115942,88.7445652173913,92.4963768115942
986,car,toyota,fortuner,diesel,2016,mumbai,10000,11028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2075,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.00652173913043,93.60695652173912,93.60695652173912,90.41043478260869,92.62341137123747,93.15031055900621,94.00652173913043,94.00652173913043,91.28221343873517,90.41043478260869,80.8208695652174,95.20521739130434,92.00869565217391,88.01304347826087,92.00869565217391
987,car,toyota,fortuner,diesel,2016,mumbai,10000,10843,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2089,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.10706521739131,93.71420289855072,93.71420289855072,90.57130434782609,92.74715719063545,93.26521739130435,94.10706521739131,94.10706521739131,91.42845849802372,90.57130434782609,81.14260869565217,95.28565217391304,92.1427536231884,88.21413043478262,92.1427536231884
988,car,toyota,fortuner,diesel,2016,mumbai,10000,10686,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2099,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.19239130434782,93.80521739130435,93.80521739130435,90.70782608695652,92.85217391304347,93.36273291925465,94.19239130434782,94.19239130434782,91.55256916996048,90.70782608695652,81.41565217391305,95.35391304347826,92.25652173913043,88.38478260869566,92.25652173913043
989,car,toyota,fortuner,diesel,2016,mumbai,10000,10573,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2100,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.25380434782609,93.87072463768116,93.87072463768116,90.80608695652174,92.9277591973244,93.43291925465839,94.25380434782609,94.25380434782609,91.64189723320158,90.80608695652174,81.61217391304348,95.40304347826087,92.33840579710146,88.50760869565218,92.33840579710146
990,car,toyota,fortuner,diesel,2016,mumbai,10000,10992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2109,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.02608695652174,93.62782608695652,93.62782608695652,90.44173913043478,92.64749163879598,93.17267080745341,94.02608695652174,94.02608695652174,91.3106719367589,90.44173913043478,80.88347826086957,95.2208695652174,92.03478260869565,88.05217391304348,92.03478260869565
991,car,toyota,fortuner,diesel,2016,mumbai,10000,10376,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2199,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.36086956521739,93.9849275362319,93.9849275362319,90.97739130434782,93.05953177257526,93.5552795031056,94.36086956521739,94.36086956521739,91.79762845849802,90.97739130434782,81.95478260869565,95.48869565217392,92.48115942028986,88.72173913043478,92.48115942028986
992,car,toyota,fortuner,diesel,2016,mumbai,10000,11009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2189,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.01684782608696,93.61797101449275,93.61797101449275,90.42695652173913,92.63612040133779,93.16211180124223,94.01684782608696,94.01684782608696,91.29723320158104,90.42695652173913,80.85391304347826,95.21347826086956,92.02246376811594,88.03369565217392,92.02246376811594
993,car,toyota,fortuner,diesel,2016,mumbai,10000,10048,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2179,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.53913043478262,94.17507246376812,94.17507246376812,91.26260869565218,93.27892976588629,93.75900621118014,94.53913043478262,94.53913043478262,92.05691699604743,91.26260869565218,82.52521739130434,95.63130434782609,92.71884057971015,89.07826086956521,92.71884057971015
994,car,toyota,fortuner,diesel,2016,mumbai,10000,10623,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2149,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.2266304347826,93.84173913043479,93.84173913043479,90.76260869565218,92.8943143812709,93.40186335403726,94.2266304347826,94.2266304347826,91.60237154150197,90.76260869565218,81.52521739130434,95.38130434782609,92.30217391304348,88.45326086956521,92.30217391304348
995,car,toyota,fortuner,diesel,2016,mumbai,10000,9076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2169,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,95.06739130434782,94.73855072463768,94.73855072463768,92.10782608695652,93.92909698996655,94.36273291925465,95.06739130434782,95.06739130434782,92.82529644268774,92.10782608695652,84.21565217391304,96.05391304347826,93.42318840579709,90.13478260869564,93.42318840579709
996,car,toyota,fortuner,diesel,2016,mumbai,10000,10783,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2129,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.13967391304348,93.74898550724637,93.74898550724637,90.62347826086956,92.78729096989966,93.30248447204968,94.13967391304348,94.13967391304348,91.47588932806325,90.62347826086956,81.24695652173912,95.31173913043477,92.18623188405797,88.27934782608695,92.18623188405797
997,car,toyota,fortuner,diesel,2016,mumbai,10000,10673,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2079,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.19945652173914,93.8127536231884,93.8127536231884,90.71913043478261,92.8608695652174,93.37080745341615,94.19945652173914,94.19945652173914,91.56284584980237,90.71913043478261,81.43826086956521,95.3595652173913,92.2659420289855,88.39891304347827,92.2659420289855
998,car,toyota,fortuner,diesel,2016,mumbai,10000,10342,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2099,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.37934782608696,94.00463768115942,94.00463768115942,91.00695652173914,93.08227424749164,93.57639751552796,94.37934782608696,94.37934782608696,91.82450592885375,91.00695652173914,82.01391304347825,95.50347826086957,92.50579710144928,88.75869565217391,92.50579710144928
999,car,toyota,fortuner,diesel,2016,mumbai,10000,10024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2019,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,94.55217391304348,94.18898550724639,94.18898550724639,91.28347826086957,93.29498327759197,93.77391304347826,94.55217391304348,94.55217391304348,92.07588932806324,91.28347826086957,82.56695652173913,95.64173913043477,92.73623188405797,89.10434782608696,92.73623188405797
1000,car,toyota,fortuner,diesel,2016,mumbai,20000,20568,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3400,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.82173913043478,88.07652173913043,88.07652173913043,82.11478260869565,86.24214046822742,87.22484472049689,88.82173913043478,88.82173913043478,83.74071146245059,82.11478260869565,64.2295652173913,91.05739130434782,85.09565217391304,77.64347826086957,85.09565217391304
1001,car,toyota,fortuner,diesel,2016,mumbai,20000,20657,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3411,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.7733695652174,88.02492753623187,88.02492753623187,82.03739130434782,86.18260869565218,87.1695652173913,88.7733695652174,88.7733695652174,83.6703557312253,82.03739130434782,64.07478260869564,91.0186956521739,85.03115942028985,77.54673913043479,85.03115942028985
1002,car,toyota,fortuner,diesel,2016,mumbai,20000,20732,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3430,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.73260869565217,87.98144927536232,87.98144927536232,81.97217391304348,86.13244147157191,87.12298136645963,88.73260869565217,88.73260869565217,83.61106719367588,81.97217391304348,63.944347826086954,90.98608695652175,84.9768115942029,77.46521739130434,84.9768115942029
1003,car,toyota,fortuner,diesel,2016,mumbai,20000,20327,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3434,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.95271739130435,88.21623188405798,88.21623188405798,82.32434782608695,86.40334448160534,87.37453416149069,88.95271739130435,88.95271739130435,83.93122529644268,82.32434782608695,64.6486956521739,91.16217391304347,85.27028985507246,77.9054347826087,85.27028985507246
1004,car,toyota,fortuner,diesel,2016,mumbai,20000,20474,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3488,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.87282608695652,88.13101449275362,88.13101449275362,82.19652173913043,86.30501672240803,87.2832298136646,88.87282608695652,88.87282608695652,83.81501976284585,82.19652173913043,64.39304347826086,91.09826086956522,85.16376811594203,77.74565217391304,85.16376811594203
1005,car,toyota,fortuner,diesel,2016,mumbai,20000,20473,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3499,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.87336956521739,88.13159420289855,88.13159420289855,82.19739130434782,86.3056856187291,87.28385093167702,88.87336956521739,88.87336956521739,83.81581027667984,82.19739130434782,64.39478260869565,91.09869565217392,85.1644927536232,77.74673913043479,85.1644927536232
1006,car,toyota,fortuner,diesel,2016,mumbai,20000,20436,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3498,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.89347826086956,88.15304347826087,88.15304347826087,82.2295652173913,86.33043478260869,87.30683229813665,88.89347826086956,88.89347826086956,83.84505928853756,82.2295652173913,64.4591304347826,91.11478260869565,85.19130434782609,77.78695652173913,85.19130434782609
1007,car,toyota,fortuner,diesel,2016,mumbai,20000,20859,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3400,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.66358695652174,87.90782608695652,87.90782608695652,81.86173913043477,86.04749163879599,87.044099378882,88.66358695652174,88.66358695652174,83.5106719367589,81.86173913043477,63.72347826086956,90.93086956521739,84.88478260869566,77.32717391304348,84.88478260869566
1008,car,toyota,fortuner,diesel,2016,mumbai,20000,20908,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3500,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.63695652173914,87.87942028985508,87.87942028985508,81.81913043478261,86.01471571906355,87.01366459627329,88.63695652173914,88.63695652173914,83.47193675889328,81.81913043478261,63.63826086956521,90.9095652173913,84.84927536231885,77.27391304347826,84.84927536231885
1009,car,toyota,fortuner,diesel,2016,mumbai,20000,21382,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3599,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.37934782608696,87.60463768115943,87.60463768115943,81.40695652173913,85.69765886287625,86.7192546583851,88.37934782608696,88.37934782608696,83.09723320158102,81.40695652173913,62.81391304347825,90.70347826086956,84.50579710144928,76.75869565217391,84.50579710144928
1010,car,toyota,fortuner,diesel,2016,mumbai,20000,19732,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3489,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,89.27608695652174,88.56115942028985,88.56115942028985,82.84173913043477,86.80133779264214,87.74409937888198,89.27608695652174,89.27608695652174,84.40158102766799,82.84173913043477,65.68347826086955,91.42086956521739,85.70144927536232,78.55217391304348,85.70144927536232
1011,car,toyota,fortuner,diesel,2016,mumbai,20000,20823,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3449,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.68315217391304,87.92869565217391,87.92869565217391,81.89304347826088,86.07157190635452,87.0664596273292,88.68315217391304,88.68315217391304,83.5391304347826,81.89304347826088,63.786086956521736,90.94652173913043,84.9108695652174,77.36630434782609,84.9108695652174
1012,car,toyota,fortuner,diesel,2016,mumbai,20000,20373,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3399,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.92771739130436,88.1895652173913,88.1895652173913,82.28434782608696,86.37257525083612,87.34596273291926,88.92771739130436,88.92771739130436,83.89486166007904,82.28434782608696,64.56869565217391,91.14217391304348,85.23695652173913,77.8554347826087,85.23695652173913
1013,car,toyota,fortuner,diesel,2016,mumbai,20000,20472,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3389,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.87391304347825,88.13217391304347,88.13217391304347,82.1982608695652,86.30635451505016,87.28447204968944,88.87391304347825,88.87391304347825,83.81660079051383,82.1982608695652,64.39652173913043,91.09913043478261,85.16521739130435,77.74782608695652,85.16521739130435
1014,car,toyota,fortuner,diesel,2016,mumbai,20000,20879,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3510,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.65271739130435,87.89623188405797,87.89623188405797,81.84434782608696,86.03411371237458,87.03167701863354,88.65271739130435,88.65271739130435,83.49486166007904,81.84434782608696,63.68869565217391,90.92217391304348,84.87028985507247,77.3054347826087,84.87028985507247
1015,car,toyota,fortuner,diesel,2016,mumbai,20000,22658,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3400,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,87.68586956521739,86.86492753623189,86.86492753623189,80.29739130434783,84.84414715719065,85.92670807453416,87.68586956521739,87.68586956521739,82.08853754940712,80.29739130434783,60.59478260869564,90.14869565217391,83.58115942028985,75.37173913043478,83.58115942028985
1016,car,toyota,fortuner,diesel,2016,mumbai,20000,20657,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3410,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.7733695652174,88.02492753623187,88.02492753623187,82.03739130434782,86.18260869565218,87.1695652173913,88.7733695652174,88.7733695652174,83.6703557312253,82.03739130434782,64.07478260869564,91.0186956521739,85.03115942028985,77.54673913043479,85.03115942028985
1017,car,toyota,fortuner,diesel,2016,mumbai,20000,20158,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3418,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,89.04456521739131,88.31420289855072,88.31420289855072,82.47130434782608,86.51638795986622,87.47950310559006,89.04456521739131,89.04456521739131,84.06482213438736,82.47130434782608,64.94260869565217,91.23565217391304,85.39275362318841,78.0891304347826,85.39275362318841
1018,car,toyota,fortuner,diesel,2016,mumbai,20000,20655,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3419,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.77445652173913,88.02608695652174,88.02608695652174,82.0391304347826,86.18394648829431,87.17080745341615,88.77445652173913,88.77445652173913,83.67193675889328,82.0391304347826,64.07826086956521,91.0195652173913,85.03260869565217,77.54891304347827,85.03260869565217
1019,car,toyota,fortuner,diesel,2016,mumbai,20000,20989,1,1,1,0,1,1,1,0,0,0,0,0,0,0,3420,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.5929347826087,87.83246376811594,87.83246376811594,81.74869565217391,85.96053511705686,86.96335403726708,88.5929347826087,88.5929347826087,83.40790513833993,81.74869565217391,63.497391304347815,90.87434782608696,84.79057971014493,77.18586956521739,84.79057971014493
1020,car,toyota,fortuner,diesel,2016,mumbai,30000,30321,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3600,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.5211956521739,82.42260869565217,82.42260869565217,73.63391304347826,79.71839464882945,81.16708074534161,83.5211956521739,83.5211956521739,76.03083003952568,73.63391304347826,47.26782608695651,86.81695652173913,78.02826086956522,67.04239130434783,78.02826086956522
1021,car,toyota,fortuner,diesel,2016,mumbai,30000,30677,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3699,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.32771739130435,82.21623188405798,82.21623188405798,73.32434782608695,79.48026755852842,80.94596273291926,83.32771739130435,83.32771739130435,75.7494071146245,73.32434782608695,46.64869565217391,86.66217391304347,77.77028985507246,66.6554347826087,77.77028985507246
1022,car,toyota,fortuner,diesel,2016,mumbai,30000,30611,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3689,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.36358695652174,82.25449275362318,82.25449275362318,73.38173913043478,79.52441471571906,80.98695652173913,83.36358695652174,83.36358695652174,75.80158102766799,73.38173913043478,46.76347826086956,86.69086956521738,77.81811594202898,66.72717391304349,77.81811594202898
1023,car,toyota,fortuner,diesel,2016,mumbai,30000,30018,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3599,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.6858695652174,82.59826086956522,82.59826086956522,73.89739130434782,79.92107023411371,81.35527950310559,83.6858695652174,83.6858695652174,76.2703557312253,73.89739130434782,47.79478260869564,86.94869565217391,78.24782608695652,67.37173913043478,78.24782608695652
1024,car,toyota,fortuner,diesel,2016,mumbai,30000,30783,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3610,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.27010869565217,82.15478260869565,82.15478260869565,73.23217391304347,79.40936454849499,80.8801242236025,83.27010869565217,83.27010869565217,75.66561264822134,73.23217391304347,46.46434782608695,86.61608695652174,77.69347826086957,66.54021739130435,77.69347826086957
1025,car,toyota,fortuner,diesel,2016,mumbai,30000,30463,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3600,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.44402173913043,82.34028985507247,82.34028985507247,73.5104347826087,79.62341137123745,81.07888198757765,83.44402173913043,83.44402173913043,75.91857707509881,73.5104347826087,47.02086956521738,86.75521739130434,77.92536231884057,66.88804347826087,77.92536231884057
1026,car,toyota,fortuner,diesel,2016,mumbai,30000,30463,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3630,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.44402173913043,82.34028985507247,82.34028985507247,73.5104347826087,79.62341137123745,81.07888198757765,83.44402173913043,83.44402173913043,75.91857707509881,73.5104347826087,47.02086956521738,86.75521739130434,77.92536231884057,66.88804347826087,77.92536231884057
1027,car,toyota,fortuner,diesel,2016,mumbai,30000,29625,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3649,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.89945652173914,82.82608695652173,82.82608695652173,74.23913043478261,80.18394648829431,81.59937888198758,83.89945652173914,83.89945652173914,76.58102766798419,74.23913043478261,48.47826086956522,87.1195652173913,78.53260869565217,67.79891304347827,78.53260869565217
1028,car,toyota,fortuner,diesel,2016,mumbai,30000,31833,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3700,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.69945652173914,81.54608695652173,81.54608695652173,72.3191304347826,78.70702341137124,80.22795031055901,82.69945652173914,82.69945652173914,74.83557312252964,72.3191304347826,44.63826086956521,86.1595652173913,76.93260869565218,65.39891304347827,76.93260869565218
1029,car,toyota,fortuner,diesel,2016,mumbai,30000,30172,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3749,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.60217391304347,82.50898550724638,82.50898550724638,73.76347826086956,79.8180602006689,81.25962732919254,83.60217391304347,83.60217391304347,76.1486166007905,73.76347826086956,47.52695652173913,86.88173913043478,78.13623188405798,67.20434782608694,78.13623188405798
1030,car,toyota,fortuner,diesel,2016,mumbai,30000,30132,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3749,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.62391304347825,82.53217391304348,82.53217391304348,73.79826086956521,79.8448160535117,81.28447204968944,83.62391304347825,83.62391304347825,76.1802371541502,73.79826086956521,47.596521739130424,86.8991304347826,78.16521739130435,67.24782608695652,78.16521739130435
1031,car,toyota,fortuner,diesel,2016,mumbai,30000,29234,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3710,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,84.11195652173913,83.05275362318841,83.05275362318841,74.5791304347826,80.44548494983277,81.84223602484472,84.11195652173913,84.11195652173913,76.8901185770751,74.5791304347826,49.158260869565204,87.28956521739131,78.8159420289855,68.22391304347826,78.8159420289855
1032,car,toyota,fortuner,diesel,2016,mumbai,30000,30541,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3699,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.40163043478262,82.29507246376812,82.29507246376812,73.44260869565218,79.57123745819398,81.0304347826087,83.40163043478262,83.40163043478262,75.85691699604743,73.44260869565218,46.885217391304344,86.72130434782609,77.86884057971014,66.80326086956522,77.86884057971014
1033,car,toyota,fortuner,diesel,2016,mumbai,30000,29650,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3677,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.88586956521739,82.81159420289855,82.81159420289855,74.21739130434783,80.16722408026754,81.58385093167702,83.88586956521739,83.88586956521739,76.56126482213439,74.21739130434783,48.43478260869565,87.10869565217392,78.51449275362319,67.77173913043478,78.51449275362319
1034,car,toyota,fortuner,diesel,2016,mumbai,30000,30089,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3690,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.64728260869565,82.55710144927536,82.55710144927536,73.83565217391303,79.87357859531772,81.3111801242236,83.64728260869565,83.64728260869565,76.21422924901185,73.83565217391303,47.67130434782608,86.91782608695652,78.1963768115942,67.2945652173913,78.1963768115942
1035,car,toyota,fortuner,diesel,2016,mumbai,30000,30658,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3666,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.33804347826087,82.22724637681159,82.22724637681159,73.34086956521739,79.49297658862876,80.95776397515529,83.33804347826087,83.33804347826087,75.76442687747036,73.34086956521739,46.68173913043477,86.6704347826087,77.78405797101449,66.67608695652174,77.78405797101449
1036,car,toyota,fortuner,diesel,2016,mumbai,30000,30540,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3646,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.40217391304347,82.29565217391304,82.29565217391304,73.44347826086957,79.57190635451505,81.03105590062111,83.40217391304347,83.40217391304347,75.85770750988142,73.44347826086957,46.88695652173912,86.72173913043478,77.8695652173913,66.80434782608695,77.8695652173913
1037,car,toyota,fortuner,diesel,2016,mumbai,30000,30719,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3655,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.30489130434783,82.19188405797102,82.19188405797102,73.28782608695651,79.45217391304348,80.91987577639752,83.30489130434783,83.30489130434783,75.71620553359683,73.28782608695651,46.57565217391304,86.64391304347826,77.73985507246377,66.60978260869565,77.73985507246377
1038,car,toyota,fortuner,diesel,2016,mumbai,30000,30257,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3650,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.55597826086957,82.45971014492753,82.45971014492753,73.68956521739129,79.76120401337793,81.20683229813665,83.55597826086957,83.55597826086957,76.08142292490119,73.68956521739129,47.3791304347826,86.84478260869565,78.07463768115942,67.11195652173913,78.07463768115942
1039,car,toyota,fortuner,diesel,2016,mumbai,30000,31566,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3699,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.8445652173913,81.70086956521739,81.70086956521739,72.55130434782609,78.88561872909699,80.39378881987578,82.8445652173913,82.8445652173913,75.04664031620554,72.55130434782609,45.102608695652165,86.27565217391304,77.12608695652175,65.68913043478261,77.12608695652175
1040,car,toyota,fortuner,diesel,2016,mumbai,40000,40078,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4300,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,78.21847826086956,76.7663768115942,76.7663768115942,65.1495652173913,73.19197324414716,75.10683229813665,78.21847826086956,78.21847826086956,68.31778656126481,65.1495652173913,30.299130434782594,82.57478260869566,70.95797101449276,56.43695652173912,70.95797101449276
1041,car,toyota,fortuner,diesel,2016,mumbai,40000,40722,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4349,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.86847826086957,76.39304347826086,76.39304347826086,64.5895652173913,72.76120401337793,74.70683229813663,77.86847826086957,77.86847826086957,67.80869565217391,64.5895652173913,29.179130434782596,82.29478260869566,70.49130434782609,55.73695652173913,70.49130434782609
1042,car,toyota,fortuner,diesel,2016,mumbai,40000,40283,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4399,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,78.10706521739131,76.64753623188406,76.64753623188406,64.97130434782608,73.05484949832777,74.97950310559006,78.10706521739131,78.10706521739131,68.15573122529644,64.97130434782608,29.94260869565216,82.48565217391304,70.80942028985507,56.214130434782604,70.80942028985507
1043,car,toyota,fortuner,diesel,2016,mumbai,40000,40287,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4389,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,78.10489130434782,76.64521739130434,76.64521739130434,64.96782608695652,73.05217391304349,74.97701863354037,78.10489130434782,78.10489130434782,68.15256916996046,64.96782608695652,29.93565217391303,82.48391304347827,70.80652173913043,56.20978260869565,70.80652173913043
1044,car,toyota,fortuner,diesel,2016,mumbai,40000,39723,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4350,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,78.41141304347826,76.97217391304348,76.97217391304348,65.45826086956521,73.4294314381271,75.32732919254659,78.41141304347826,78.41141304347826,68.59841897233201,65.45826086956521,30.91652173913043,82.7291304347826,71.21521739130434,56.822826086956525,71.21521739130434
