year,mileage,temp_scale,idle_scale,habit_scale,coolant_wellness,ignition_wellness,fuel_wellness
2019,113198,0.48,0.58,0.56,45.84,46.96,82.5
2010,186784,0.27,0.36,0.7,16.42,29.05,64.14
2018,101911,0.33,0.21,0.26,63.28,63.15,68.17
2006,201499,0.02,0.62,0.51,11.26,24.88,57.06
2001,146903,0.23,0.69,0.42,5.29,41.91,75.25
2006,88104,0.35,0.51,0.53,22.0,58.91,79.69
2011,158284,0.02,0.57,0.63,29.35,39.33,62.1
2011,226683,0.73,0.61,0.18,5.0,23.21,48.45
2007,80551,0.13,0.94,0.33,31.39,72.26,96.23
2006,248077,0.63,0.08,0.22,5.0,24.33,46.34
2014,175799,0.39,0.91,0.87,21.66,25.17,53.06
2018,61729,0.88,0.94,0.06,39.0,72.98,79.51
2004,29876,0.53,0.81,0.67,21.96,74.86,89.65
2016,53272,0.45,0.48,0.44,50.36,75.58,85.44
2004,168739,0.1,0.85,0.78,5.0,43.54,64.96
2011,172839,0.52,0.06,0.53,28.81,39.22,55.2
2005,104715,0.09,0.08,0.11,27.75,67.64,74.9
2014,152986,0.3,0.21,0.55,30.2,23.19,61.9
2008,221970,0.97,0.82,1.0,5.0,11.94,37.32
2023,206461,0.08,0.7,0.88,47.94,13.2,51.65
2022,204968,0.77,0.69,0.89,28.99,21.93,61.0
2007,132131,0.34,0.11,0.57,23.12,40.9,72.18
2019,103817,0.15,0.86,0.49,55.11,58.08,79.73
2016,9275,0.2,0.47,0.43,57.51,100.0,97.1
2002,151922,0.19,0.23,0.77,8.73,49.74,73.52
2012,69455,0.92,0.41,0.7,35.81,71.99,76.91
2008,65940,0.02,0.86,0.97,29.38,64.59,87.31
2019,63490,0.84,0.74,0.52,43.24,67.33,73.79
2001,97242,0.56,0.92,0.21,5.0,63.53,80.42
2012,107746,0.6,0.17,0.09,46.16,54.18,69.38
2012,4464,0.38,0.32,0.15,56.43,89.97,100.0
2009,199546,0.98,0.47,0.55,5.0,32.79,43.23
2009,17654,0.86,0.59,0.03,29.92,87.82,90.53
2012,92625,0.96,0.35,0.06,30.02,64.35,68.7
2020,151078,0.02,0.11,0.81,63.04,34.25,64.34
2019,173600,0.51,0.15,0.43,43.2,35.97,58.1
2006,102432,0.47,0.17,0.8,20.75,50.16,72.34
2012,23577,0.97,0.12,0.67,41.01,76.45,86.5
2014,106886,0.56,0.7,0.59,36.22,61.23,65.35
2008,204779,0.18,0.9,0.96,8.89,21.85,62.18
2015,124012,0.35,0.1,0.68,35.83,60.84,76.27
2004,46542,0.13,0.41,0.05,28.85,82.76,76.56
2024,43240,0.76,0.15,0.19,63.67,85.59,77.41
2013,194576,0.08,0.21,0.48,29.49,26.95,57.33
2017,91200,0.12,0.94,0.69,53.89,61.73,79.26
2012,119680,0.44,0.9,0.11,17.94,60.1,66.28
2017,128107,0.02,0.63,0.68,50.74,54.48,62.52
2016,41747,0.44,0.69,0.04,58.99,96.22,86.95
2006,236689,0.63,0.97,0.02,5.0,21.18,37.27
2008,245382,0.56,0.15,0.52,10.89,7.9,45.7
2021,211047,0.53,0.35,0.19,35.26,23.73,51.48
2018,61993,0.34,0.78,0.96,51.29,69.76,90.86
2013,48249,0.84,0.76,0.06,30.47,80.34,81.45
2014,63576,0.81,0.04,0.67,48.59,70.48,72.82
2001,13258,0.03,0.81,0.81,23.8,83.71,100.0
2000,100019,0.3,0.77,0.35,5.0,60.15,67.05
2020,242829,0.18,0.69,0.96,30.02,8.84,57.29
2011,114307,0.32,0.92,0.06,18.56,58.71,70.74
2013,195527,0.39,0.62,0.39,12.74,24.21,42.22
2021,223427,0.24,0.82,0.36,36.05,14.1,48.34
2001,91770,0.34,0.65,0.42,10.89,61.44,81.03
2021,204693,0.21,0.17,0.16,53.94,34.96,58.03
2010,82713,0.22,0.86,0.93,27.35,65.97,82.73
2003,169738,0.64,0.03,0.15,5.0,39.21,60.08
2012,102785,0.43,0.91,0.74,24.87,58.04,75.38
2021,218400,0.25,0.35,0.23,45.37,21.47,55.74
2003,145366,0.66,0.49,0.14,5.0,56.1,55.14
2002,167442,0.22,0.87,0.05,5.0,43.7,62.15
2008,208353,0.55,0.36,0.75,7.15,23.0,49.78
2010,88368,0.07,0.95,0.03,38.19,74.23,82.72
2009,203547,0.84,0.79,0.29,5.0,29.85,53.73
2024,219420,0.88,0.19,0.59,44.14,20.73,44.91
2005,32934,0.47,0.8,0.51,25.04,83.69,85.31
2017,101402,0.28,0.67,0.97,54.34,58.27,71.87
2018,1343,0.78,0.46,0.39,62.8,93.48,90.59
2012,79221,0.87,0.9,0.06,24.77,62.82,81.32
2014,148429,0.06,0.77,0.18,41.76,45.92,71.48
2020,16238,0.58,0.19,0.44,74.79,91.07,100.0
2014,44766,0.81,0.29,0.71,36.55,83.35,86.68
2001,11244,0.89,0.82,0.72,5.0,85.47,90.55
2023,181240,0.55,0.45,0.83,47.12,31.69,58.94
2007,64106,0.36,0.19,0.06,34.45,75.44,82.32
2011,211787,0.08,0.77,0.17,14.66,30.3,66.91
2020,74200,0.28,0.54,0.1,65.97,80.33,78.57
2017,102043,0.73,0.99,0.59,42.99,62.19,70.19
2021,234579,0.08,0.64,0.42,39.1,16.82,54.28
2013,242698,0.69,0.02,0.65,11.86,14.01,45.85
2018,220816,0.14,0.83,0.32,29.75,13.29,57.84
2013,191820,0.86,0.11,0.98,21.24,34.0,48.31
2013,231222,0.74,0.74,0.86,5.0,11.13,41.74
2010,95561,0.68,0.29,0.48,34.24,69.14,79.7
2004,88703,0.92,0.55,0.59,12.84,61.23,82.68
2017,205807,0.05,0.54,0.95,37.78,20.11,56.76
2014,103836,0.46,0.04,0.57,50.38,57.77,85.13
2014,119231,0.55,0.69,0.38,34.14,57.84,63.38
2012,187315,0.3,0.87,0.79,9.03,31.98,55.36
2020,30247,0.09,0.87,0.32,67.45,91.74,88.42
2012,88984,0.45,0.95,0.59,35.96,60.61,76.08
2010,169388,0.97,0.1,0.33,14.06,35.13,50.3
2001,14545,0.53,0.82,0.62,11.75,86.46,88.89
2024,102795,0.48,0.99,0.96,59.99,47.99,67.35
2012,132566,0.28,0.8,0.52,29.79,42.76,74.42
2014,20368,0.49,0.45,0.14,50.87,91.56,96.48
2021,33286,0.16,0.37,0.17,70.4,88.56,79.18
2023,237841,0.48,0.01,0.44,37.72,11.09,43.97
2005,77583,0.06,0.31,0.37,33.99,67.37,82.92
2001,81777,0.18,0.34,0.46,13.65,74.38,85.78
2019,40651,0.53,0.1,0.37,62.81,89.93,83.44
2005,21117,0.91,0.66,0.38,9.04,92.87,93.6
2008,73891,0.84,0.95,0.05,10.8,64.62,74.83
2005,227018,0.54,0.08,0.87,5.0,16.28,39.46
2005,19466,0.95,0.85,0.37,14.28,83.74,82.75
2016,99777,0.69,0.87,0.88,38.59,55.41,74.14
2018,197492,0.33,0.93,0.69,32.31,32.2,54.39
2010,137883,0.48,0.39,0.44,26.15,49.44,74.01
2018,174289,0.52,0.41,0.45,28.86,38.73,66.42
2018,233554,0.07,0.3,0.05,34.26,18.89,58.14
2006,120772,0.19,0.1,0.39,27.52,51.77,74.18
2013,204120,0.99,0.97,0.59,5.0,24.69,55.92
2023,194141,0.21,0.12,0.47,48.92,20.52,63.93
2024,170485,0.47,0.65,0.38,49.08,42.67,59.64
2008,146577,0.9,0.84,0.21,5.0,42.58,62.67
2009,230165,0.5,0.83,0.76,5.0,12.81,46.44
2001,178981,0.6,0.09,0.48,5.0,41.11,57.86
2007,87874,0.96,0.79,0.3,12.44,69.58,68.19
2012,27320,0.25,0.56,0.89,45.63,80.01,91.02
2003,230104,0.38,0.92,0.38,5.0,20.32,51.1
2011,236396,0.93,0.63,0.54,5.0,5.0,47.97
2007,180275,0.86,0.76,0.57,5.0,39.23,58.28
2010,36674,0.95,0.57,0.24,37.34,78.17,84.5
2022,12999,0.66,0.11,0.1,80.32,85.83,92.38
2000,131497,0.28,0.02,0.88,6.93,42.41,65.71
2000,140169,0.98,0.84,0.36,5.0,40.24,66.34
2014,166243,0.31,0.19,0.05,37.83,38.56,60.28
2022,164429,0.9,0.67,0.52,41.57,42.34,59.62
2024,133509,0.03,0.9,0.19,64.52,62.44,79.06
2013,234931,0.9,0.88,0.56,5.0,15.77,41.84
2011,44589,0.04,0.4,0.89,45.6,80.51,95.44
2017,218994,0.16,0.86,0.28,27.09,27.44,52.4
2019,155155,0.89,0.83,0.04,29.96,50.99,68.09
2019,119327,0.99,0.08,0.05,41.22,48.52,60.63
2001,20934,0.6,0.35,0.54,18.14,83.99,90.78
2016,189257,0.99,0.44,0.45,16.27,39.83,51.94
2013,157792,0.3,0.83,0.75,26.19,31.22,63.67
2006,120843,0.28,0.31,0.39,16.29,55.37,62.4
2019,128250,0.06,0.84,0.81,45.66,45.39,74.97
2010,11834,0.2,0.24,0.38,56.82,88.01,99.36
2013,226620,0.05,0.47,0.41,27.27,14.39,53.39
2020,36339,0.71,0.07,0.47,63.98,87.32,76.69
2004,210705,0.63,0.48,0.4,5.0,23.13,44.53
2009,88967,0.32,0.97,0.1,32.45,74.32,71.74
2011,201970,0.06,0.49,0.14,15.13,37.63,59.51
2011,138719,0.81,0.82,0.04,17.96,46.85,64.55
2014,174893,0.07,0.01,0.17,40.77,43.6,66.69
2022,20958,0.46,0.89,0.46,73.62,92.14,90.27
2003,117190,0.3,0.32,0.92,13.57,49.98,69.44
2002,112602,0.98,0.74,0.76,5.0,55.13,72.44
2014,172348,0.69,0.61,0.24,27.32,45.75,62.99
2000,243789,0.56,0.75,0.04,5.0,13.11,44.65
2011,117306,0.2,0.14,0.02,35.95,52.31,76.32
2006,228293,0.15,0.97,0.02,5.0,23.69,53.62
2023,210614,0.15,0.98,0.65,46.01,21.83,46.59
2016,172768,0.5,0.51,0.53,32.56,42.42,65.23
2005,70902,0.19,0.88,0.31,27.63,74.98,80.25
2021,242641,0.33,0.52,0.39,31.66,14.52,50.75
2017,246654,0.88,0.94,0.91,6.29,5.0,43.55
2003,166611,0.22,0.17,0.32,5.0,37.0,60.94
2005,172019,0.8,0.49,0.41,5.0,47.89,60.23
2021,166454,0.47,0.35,0.55,48.01,39.5,60.82
2001,122328,0.9,0.6,0.22,5.0,58.47,65.89
2008,200277,0.51,0.69,0.38,10.15,29.44,56.44
2019,4103,0.91,0.3,0.9,54.74,89.78,90.07
2006,239905,0.73,0.98,0.26,5.0,19.28,42.39
2019,174678,0.15,0.31,0.5,36.72,47.23,70.41
2000,198337,0.56,0.1,0.63,5.0,22.21,57.02
2010,83453,0.34,0.0,0.05,34.61,76.37,88.12
2001,188231,0.48,1.0,0.03,5.0,41.28,54.92
2012,186022,0.09,0.05,0.22,24.91,43.89,58.09
2004,40550,0.55,0.38,0.81,20.07,78.69,89.82
2023,68651,0.75,0.62,0.03,58.96,85.01,77.15
2020,153794,0.49,0.44,0.17,52.28,48.1,70.34
2020,69930,0.33,0.2,0.9,62.0,61.14,79.36
2001,178072,0.3,0.38,0.16,5.0,40.89,74.81
2023,206560,0.18,0.77,0.64,33.71,25.64,57.55
2001,92764,0.58,0.97,0.21,5.0,75.32,73.89
2010,213430,0.4,0.82,0.92,5.93,15.92,57.33
2000,36808,0.39,0.85,0.72,13.88,76.24,81.73
2009,209125,0.23,0.15,0.9,13.2,20.28,60.72
2012,2423,0.24,0.94,0.18,53.69,96.82,100.0
2023,97877,0.42,0.74,0.53,71.73,66.4,83.32
2001,54001,0.57,0.15,0.26,13.19,79.48,82.46
2018,206226,0.19,0.7,0.36,39.94,29.75,56.17
2018,125014,0.73,0.85,0.49,25.68,44.08,67.88
2009,72907,0.38,0.54,0.82,30.17,73.13,86.15
2009,9024,0.04,0.68,0.38,42.72,92.18,100.0
2022,15889,0.77,0.11,0.24,72.49,89.21,89.89
2010,195201,0.24,0.94,0.13,25.53,29.07,63.33
2017,118534,0.63,0.41,0.24,44.79,61.89,70.6
2023,238618,0.69,0.06,0.21,36.51,12.69,49.99
2005,142235,0.09,0.8,0.6,11.27,42.04,73.05
2017,117617,0.52,0.17,0.59,51.92,55.74,61.07
2017,112982,0.31,0.67,0.79,43.97,57.98,65.65
2017,29465,0.08,0.57,0.2,54.82,88.91,92.64
2005,4170,0.64,0.12,0.02,34.34,96.24,93.04
2013,64677,0.28,0.55,0.98,44.46,60.66,75.9
2018,207986,0.59,0.85,0.17,9.46,28.87,48.89
2017,227295,0.93,0.25,1.0,26.23,15.73,44.24
2024,216089,0.09,0.19,0.37,55.43,21.1,52.58
2019,100548,0.47,0.08,0.15,60.56,67.58,82.41
2001,10031,0.34,0.96,0.11,11.11,94.36,86.25
2021,89663,0.15,0.01,0.24,72.97,70.75,75.34
2021,185194,0.21,0.9,0.59,42.83,30.36,65.68
2024,193286,0.08,0.84,0.45,9.2,33.25,61.27
2003,181945,0.93,0.21,0.61,5.0,29.44,53.71
2019,119600,0.84,0.34,0.11,36.93,53.96,66.01
2007,53728,0.21,0.63,0.83,34.75,70.53,93.2
2012,6822,0.33,0.01,0.24,55.88,90.42,95.79
2018,42697,0.7,0.8,0.73,44.9,82.15,76.82
2015,102718,0.51,0.44,0.21,39.36,66.4,77.15
2018,148949,0.02,0.47,0.07,50.56,52.06,70.56
2015,160292,0.1,0.21,0.05,25.34,52.15,64.5
2002,11702,0.63,0.48,0.43,28.41,94.28,84.07
2010,192428,0.82,0.31,0.52,10.13,32.7,48.74
2013,74069,0.86,0.23,0.9,43.44,60.77,76.92
2006,60958,0.73,0.87,0.99,19.4,68.53,85.9
2020,247443,0.07,0.79,0.24,32.32,10.08,50.91
2020,50705,0.46,0.57,0.34,63.89,79.02,79.92
2007,64470,0.5,0.44,0.8,26.21,68.76,80.8
2017,35181,0.83,0.28,0.62,49.87,90.77,92.55
2024,239251,1.0,0.28,0.81,35.7,9.11,40.47
2024,122555,0.02,0.06,0.31,75.47,52.96,68.85
2024,86636,0.14,0.52,0.57,69.89,58.79,82.48
2022,78298,0.72,0.86,0.64,57.01,66.12,82.41
2012,86493,0.1,0.86,0.43,40.19,62.81,73.22
2008,130712,0.11,0.66,0.27,22.8,50.57,72.23
2022,93133,0.21,0.2,0.66,69.14,60.41,88.13
2017,77241,0.39,0.96,0.16,52.91,73.48,78.92
2007,100293,0.7,0.8,0.98,20.8,50.22,60.73
2022,156115,0.09,0.52,0.62,51.98,37.46,62.33
2009,105993,0.92,0.12,0.81,20.13,59.63,69.45
2017,20774,0.1,0.87,0.45,67.01,96.32,97.08
2008,106249,0.75,0.38,0.99,15.28,56.17,68.34
2019,148541,0.85,0.61,0.23,31.74,49.86,51.81
2015,165316,0.42,0.32,0.74,23.99,34.92,60.28
2005,229398,0.83,0.98,0.5,5.0,17.4,46.73
2005,169234,0.25,0.14,0.84,16.1,36.51,69.72
2016,223719,0.19,0.14,0.77,27.34,7.46,50.82
2022,221950,0.44,0.2,0.28,41.16,24.36,44.43
2018,224599,0.21,0.01,0.93,47.63,9.43,52.17
2019,192182,0.09,0.88,0.7,40.14,23.91,68.13
2015,146909,0.29,0.55,0.31,34.49,37.8,66.0
2010,233773,0.48,0.46,0.63,7.66,5.0,42.5
2009,153668,0.95,0.1,0.01,10.06,61.81,56.78
2003,24075,0.5,0.54,0.09,18.93,83.08,91.59
2013,67084,0.64,0.67,0.8,39.77,73.1,80.77
2024,81803,0.91,0.67,0.26,66.08,65.35,76.25
2010,118035,0.5,0.11,0.28,33.68,51.23,78.07
2024,228002,0.94,0.01,0.36,29.22,29.5,41.46
2006,57429,0.08,0.39,0.5,41.08,78.34,87.05
2010,163319,0.6,0.35,0.76,24.76,33.29,61.53
2021,249143,0.57,0.69,0.63,28.92,5.0,45.13
2006,34096,0.75,0.03,0.54,35.21,80.7,80.01
2006,87929,0.93,0.5,0.35,7.46,61.3,72.24
2022,112065,0.76,0.95,0.39,41.02,59.56,67.26
2021,74254,0.87,0.78,0.99,42.81,55.99,71.78
2016,201764,0.35,0.88,0.87,21.34,17.0,53.85
2024,70338,0.87,0.99,0.22,64.23,71.8,77.88
2001,178724,0.48,0.36,0.38,5.0,38.85,59.06
2024,135434,0.43,0.94,0.38,57.94,49.45,67.3
2000,145199,0.03,0.01,0.02,13.02,54.31,76.23
2019,179106,0.8,0.55,0.24,34.19,39.98,54.26
2002,177566,0.17,0.54,0.59,5.0,28.79,66.0
2007,25552,0.08,0.29,0.39,41.62,88.86,100.0
2024,213888,0.51,0.64,0.45,46.87,30.73,53.51
2024,133796,0.6,0.13,0.12,56.82,49.9,66.47
2003,103503,0.04,0.13,0.15,22.12,66.2,72.96
2010,55420,0.99,0.27,0.47,22.09,72.57,80.67
2004,152417,0.29,0.94,0.68,6.55,42.06,69.99
2016,89409,0.33,0.32,0.34,55.99,69.17,84.47
2000,167641,0.55,0.96,0.75,5.0,36.34,56.18
2013,45925,1.0,0.21,0.29,35.24,89.88,82.76
2021,23374,0.51,0.27,0.71,76.79,84.81,86.03
2017,129958,0.49,0.72,0.28,33.85,52.1,69.04
2024,176428,0.75,0.62,0.38,43.48,34.89,57.99
2002,148706,0.8,0.34,0.19,5.0,43.12,57.63
2023,22041,0.39,0.68,0.44,73.34,87.8,91.24
2019,179222,0.92,0.27,0.55,39.54,32.72,63.09
2013,99786,0.72,0.71,0.62,33.99,57.87,67.88
2005,109529,0.19,0.67,0.34,20.3,57.76,73.54
2003,121096,0.58,0.22,0.65,5.0,49.91,70.45
2009,204239,0.8,0.04,0.44,8.22,25.56,65.97
2011,106394,0.97,0.6,0.3,24.4,64.17,78.18
2004,247383,0.54,0.82,0.87,5.0,5.0,49.43
2002,173028,0.94,0.4,0.01,5.0,32.28,60.49
2007,152615,0.03,0.56,0.45,22.28,52.27,66.1
2010,192209,0.74,0.91,0.3,5.0,25.17,57.05
2014,214543,0.87,0.67,0.35,5.35,19.51,50.1
2017,120017,0.09,0.67,0.46,48.27,51.83,68.44
2012,249567,0.06,0.5,0.18,17.04,6.0,45.08
2009,236791,0.37,0.2,0.33,18.59,20.85,47.08
2006,233718,0.58,0.12,0.86,5.0,17.07,47.12
2005,75979,0.76,0.68,0.45,9.79,66.91,76.88
2004,68353,0.15,0.99,0.47,28.6,60.72,92.56
2014,196965,0.57,0.56,0.73,22.5,31.36,65.65
2013,72253,0.23,0.32,0.86,43.9,64.83,84.89
2000,121197,0.01,0.91,0.18,11.15,65.65,76.17
2015,141680,0.04,0.97,0.81,41.99,49.13,77.52
2009,6300,0.65,0.52,0.78,35.92,94.39,93.89
2017,162621,0.53,0.65,0.87,13.19,31.38,64.18
2020,127384,0.65,0.46,0.35,45.52,45.0,64.44
2007,192927,0.17,0.25,0.42,9.95,39.19,59.44
2014,241541,0.35,0.05,0.11,26.91,19.86,49.59
2020,82232,0.76,0.97,0.07,56.71,68.33,77.22
2015,200313,0.21,0.01,0.83,37.98,18.58,54.06
2005,245628,0.98,0.05,0.22,5.0,14.14,42.91
2018,174674,0.14,0.3,0.57,47.78,40.05,71.75
2005,43190,0.98,0.59,0.29,23.5,84.08,81.6
2007,38815,0.3,0.19,0.48,40.17,70.62,100.0
2001,24486,0.44,0.31,0.36,21.61,88.98,75.43
2004,95747,0.87,0.99,0.52,5.0,58.1,74.66
2013,84798,0.59,0.82,0.44,41.38,73.04,77.95
2024,124367,0.81,0.76,0.18,46.91,57.33,69.01
2022,104430,0.56,0.59,0.29,55.62,62.8,69.01
2002,37265,0.92,0.49,0.46,10.67,86.54,87.65
2009,168110,0.98,0.46,0.21,11.81,39.3,57.52
2017,78559,0.48,0.33,0.22,56.85,65.1,81.55
2000,212145,0.93,0.87,0.13,5.0,23.11,42.49
2007,72930,0.73,0.58,0.91,19.96,63.78,82.75
2017,165898,0.99,0.75,0.09,22.36,37.93,58.78
2011,183485,0.58,0.72,0.9,11.88,23.11,60.67
2017,169609,0.69,0.33,0.09,43.02,44.07,64.74
2009,102927,0.82,0.64,0.96,21.94,53.08,66.52
2016,187026,0.63,0.46,0.89,25.52,33.29,64.21
2007,33184,0.62,0.59,0.26,28.53,94.18,96.02
2006,119695,0.71,0.18,0.71,11.66,52.79,69.31
2004,223694,0.36,0.78,0.0,5.0,22.42,60.81
2005,142813,0.01,0.63,0.65,11.33,44.99,70.24
2023,2417,0.41,0.17,0.63,73.22,86.88,98.5
2017,167277,0.53,0.64,0.85,28.33,44.83,54.61
2015,179648,0.89,0.19,0.42,31.63,30.88,59.1
2004,143827,0.58,0.65,0.89,8.55,53.91,63.38
2005,139295,0.98,0.14,0.16,8.88,58.9,59.66
2002,112656,0.67,0.66,0.47,5.0,62.45,67.64
2020,230702,0.78,0.89,0.75,22.06,8.61,47.0
2018,230684,0.45,0.09,0.59,28.77,18.65,47.77
2002,91441,0.25,0.76,0.25,18.2,63.17,76.95
2021,243033,0.48,0.68,0.9,21.5,10.34,48.25
2010,142244,0.8,0.51,0.06,25.17,50.1,57.72
2001,144496,0.25,0.2,0.55,5.0,44.47,69.18
2017,35266,0.96,0.74,0.42,48.38,87.64,74.0
2004,217834,0.13,0.35,0.06,6.4,21.9,44.93
2013,29448,0.68,0.56,0.18,44.4,93.3,93.85
2018,2967,0.33,0.77,0.3,72.19,99.84,100.0
2005,152445,0.81,0.94,0.4,5.0,48.42,59.49
2012,239190,0.62,0.05,0.86,9.71,7.66,44.63
2005,197843,0.91,0.75,0.47,5.0,41.33,60.58
2021,8312,0.04,0.44,0.44,84.56,94.4,100.0
2002,220592,0.4,0.81,0.41,5.0,19.95,50.22
2022,169066,0.16,0.61,0.01,57.85,49.98,64.21
2012,232291,0.31,0.74,0.38,15.82,23.12,49.35
2015,42539,0.13,0.66,0.81,57.95,76.36,92.65
2011,63929,0.39,0.23,0.01,37.73,76.0,88.99
2002,32250,0.06,0.23,0.84,30.66,65.85,82.92
2010,74870,0.88,1.0,0.84,20.94,65.05,85.78
2023,190653,0.22,0.08,0.39,57.26,29.83,59.86
2024,67732,0.37,0.19,0.11,74.27,78.5,83.62
2018,109739,0.05,0.39,0.26,58.46,60.24,74.81
2015,207677,0.4,0.54,0.15,24.87,28.53,53.33
2009,22201,0.29,0.13,0.23,49.35,83.3,86.62
2000,170347,0.23,0.9,0.28,5.0,36.41,62.05
2023,212153,0.14,0.05,0.18,57.94,31.24,59.54
2015,103677,0.14,0.92,0.24,31.63,57.38,76.14
2018,154716,0.67,0.15,0.29,36.6,47.79,63.99
2005,202310,0.46,0.99,0.78,5.0,26.2,60.91
2019,171686,0.83,0.79,0.04,40.72,42.13,60.6
2007,100614,0.4,0.54,0.73,25.72,58.5,74.95
2024,26705,0.22,1.0,0.8,86.48,76.36,93.46
2007,37644,0.71,0.87,0.37,25.27,75.46,87.89
2016,206635,0.94,0.32,0.03,13.87,24.07,50.65
2009,9381,0.87,0.39,0.46,40.15,91.52,86.88
2004,146422,0.6,0.74,0.75,7.3,41.72,56.99
2020,151668,0.19,0.81,0.26,51.93,45.6,77.28
2008,35291,0.06,0.16,0.5,56.42,84.99,91.58
2003,72577,0.54,0.08,0.2,23.32,75.93,89.53
2024,22936,0.04,0.6,0.34,84.78,91.45,98.61
2014,172152,0.48,0.39,0.2,27.51,42.99,57.29
2002,84203,0.25,0.82,0.19,7.43,67.78,86.65
2003,34014,0.67,0.35,0.98,11.34,86.82,85.32
2010,207029,0.61,0.81,0.96,11.56,22.13,52.14
2019,171968,0.0,0.0,0.87,58.91,38.21,61.39
2003,117427,0.54,0.78,0.02,5.0,59.99,69.39
2006,103284,0.76,0.56,0.4,19.23,60.58,75.85
2023,202226,0.87,0.91,0.54,32.84,15.14,48.96
2000,193828,0.03,0.96,0.63,5.0,32.8,74.51
2020,60757,0.17,0.36,0.63,70.06,67.17,90.89
2015,61962,0.1,0.9,0.0,10.43,84.95,86.65
2009,59910,0.22,0.1,0.13,39.37,78.87,95.48
2006,17506,0.03,0.51,0.59,44.45,81.62,84.32
2010,200391,0.97,0.32,0.21,5.54,25.97,51.62
2018,70145,0.76,0.93,0.49,48.93,71.93,72.45
2021,223484,0.09,0.6,0.01,46.29,11.89,59.53
2024,227960,0.74,0.14,0.25,45.85,15.37,41.56
2011,190267,0.89,0.53,0.04,8.94,39.17,51.73
2013,116886,0.44,0.41,0.96,42.03,47.94,62.59
2021,200276,0.51,0.95,0.94,35.49,12.83,51.95
2000,4721,0.51,0.65,0.96,23.38,92.44,98.17
2015,219476,0.74,0.49,0.41,25.35,28.37,45.28
2010,46995,0.94,0.93,0.75,29.82,76.73,79.96
2011,38080,0.79,0.34,0.33,35.4,88.04,88.05
2002,211863,0.6,0.93,0.57,5.0,16.75,59.89
2006,101645,0.54,0.91,0.59,14.63,52.26,72.95
2013,174916,0.24,0.35,0.75,21.73,32.02,62.93
2012,138558,0.25,0.34,0.94,35.18,43.41,62.3
2021,221304,0.3,0.86,0.12,35.86,17.62,55.58
2008,75194,0.81,0.84,0.16,11.44,76.31,74.13
2014,12250,0.38,0.85,0.42,56.63,85.68,92.98
2006,80320,0.41,0.25,0.58,17.7,53.01,79.12
2008,175089,0.6,0.9,0.03,5.89,43.61,66.2
2000,16917,0.76,0.96,0.51,10.28,85.9,90.73
2007,12119,0.08,0.96,0.5,40.51,89.31,91.03
2010,96497,0.26,0.81,0.59,25.87,58.83,76.22
2023,191612,0.25,0.48,0.04,48.4,44.01,52.98
2017,29225,0.86,0.68,0.72,42.64,75.56,86.84
2007,55552,0.55,0.57,0.61,33.66,66.7,85.39
2016,22903,0.82,0.79,0.26,46.78,81.5,87.36
2016,248284,0.55,0.48,0.22,9.36,8.64,43.05
2016,132871,0.86,0.39,0.54,29.97,50.03,62.59
2000,214002,0.96,0.37,0.6,5.0,23.61,49.48
2013,72799,0.42,0.76,0.38,37.85,66.36,79.44
2015,158976,0.66,0.84,0.05,23.41,52.34,62.34
2020,232259,0.22,0.65,0.25,22.76,8.62,54.03
2014,68416,0.92,0.18,0.54,31.44,67.47,83.06
2005,184850,0.9,0.91,0.75,5.0,29.37,63.51
2005,41387,0.35,0.62,0.15,22.17,87.88,87.79
2009,197323,0.88,0.38,0.27,5.0,27.45,40.71
2009,49643,0.57,0.16,0.44,34.82,71.35,80.24
2004,25689,0.18,0.16,0.31,35.77,84.08,85.86
2008,75442,0.99,0.79,0.02,11.07,80.3,67.92
2015,232639,0.8,0.5,0.14,11.16,28.47,47.59
2000,133584,0.29,0.48,0.19,5.0,46.46,72.21
2020,144579,0.25,0.2,0.01,49.96,55.36,68.93
2002,41727,0.41,0.2,0.38,23.4,85.32,86.88
2005,166156,0.61,0.36,0.37,6.99,37.58,63.17
2007,193008,0.32,0.5,0.05,12.45,30.69,54.1
2018,31075,0.09,0.89,0.7,60.28,86.94,92.7
2003,23855,0.48,0.96,0.56,21.75,89.82,88.12
2003,66236,0.67,0.02,0.07,16.3,74.73,78.55
2012,233591,0.55,0.3,0.25,15.46,25.82,47.48
2004,61413,0.21,0.09,0.76,26.89,63.3,82.02
2001,202204,0.06,0.88,0.4,5.0,38.33,66.75
2008,129394,0.02,0.47,0.81,24.95,47.85,62.64
2009,80255,0.75,0.52,0.22,26.14,75.58,75.89
2015,175668,0.06,0.12,0.43,48.07,33.84,70.62
2008,42666,0.15,0.12,0.57,51.62,81.83,83.75
2008,195964,0.06,0.73,0.12,16.23,35.45,51.68
2001,197050,0.22,0.99,0.78,5.0,24.29,56.46
2006,209642,0.13,0.73,0.29,5.0,43.09,57.12
2020,175173,0.15,0.7,0.8,47.6,33.33,58.43
2010,147804,0.93,0.92,0.89,5.0,33.13,65.4
2009,144608,0.28,0.96,0.47,11.59,57.23,63.73
2022,51425,0.97,0.9,0.63,46.98,69.32,79.18
2016,170943,0.71,0.52,0.47,25.63,39.28,60.88
2007,137766,0.95,0.95,0.91,5.0,48.99,65.91
2003,66922,0.12,0.23,0.88,26.72,64.75,75.63
2012,64392,0.57,0.57,0.4,28.24,70.56,82.56
